cycle_id,pond_id,species_id,total_seed,started_at,finished_at,remark,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,total_seed_type,pond_name,pond_size,padat_tebar,regency,count_feed_tray,total_feed,avg_feed_per_day,avg_growth_feed,size_harvest,weight_harvest,total_harvested,harvested_at,selling_price,survival_rate
16039,12093,1,240000,2022-05-14,2022-08-18,#JT12,1600.0,0,1.25,100,55,net,A3_ MUSLIH,1600.02,384005184.0,,,4267.0,44.92,0.02,1013.5,2795.8,180199.0,2022-08-18,,75.08
16040,12092,1,240000,2022-05-14,2022-08-14,#JT12,1600.0,0,1.25,100,55,net,A8_hardi,1600.02,384005184.0,,,1570.0,17.44,-0.03,359.0,500.19,29289.0,2022-08-14,,12.2
16041,12087,1,240000,2022-05-09,2022-08-16,#JT12,1600.0,0,1.25,100,55,net,A9_MUSLIH,1600.02,384005184.0,,,4265.0,43.52,0.08,1007.0,3202.82,175263.0,2022-08-16,,73.03
16042,12090,1,240000,2022-05-14,2022-08-16,#JT12,1600.0,0,1.25,100,55,net,A11_PANGGEH,1600.02,384005184.0,,,3670.0,39.89,0.13,826.0,2268.23,119876.0,2022-08-16,,49.95
16044,12089,1,240000,2022-05-09,2022-08-18,#JT12,1600.0,0,1.25,101,55,net,A6_ BAYU S,1600.02,384005184.0,,,4896.0,48.96,0.21,680.5,2850.46,190720.0,2022-08-18,,79.47
16045,12091,1,240000,2022-05-09,2022-08-10,#JT12,1600.0,0,1.25,100,55,net,A12_YUDI,1600.02,384005184.0,,,3320.0,34.95,0.01,712.0,2036.89,142381.0,2022-08-10,,59.33
16046,31472,,193368,2022-06-03,2022-08-12,#SiklusFarm,1000.0,0,1.25,100,55,actual,D1,2302.84,445295487.77,,520,2382.34,7.97,0.01,452.09,1789.88,137619.0,2022-08-12,106726280.35,71.17
16047,31473,,198528,2022-06-02,2022-07-29,#SiklusFarm,1000.0,0,1.25,100,55,actual,D2,2400.27,476519829.77,,395,1031.29,4.8,0.03,212.18,456.97,48480.0,2022-07-29,22330878.41,24.42
16048,31474,,193368,2022-06-03,2022-08-03,#SiklusFarm,1000.0,0,1.25,100,55,net,D3,2299.93,444733134.96,,436,1518.89,6.08,0.02,338.1,913.53,72998.0,2022-08-03,52490535.75,37.75
16049,31475,,194392,2022-06-02,2022-08-05,#SiklusFarm,1000.0,0,1.25,100,55,actual,D4,2352.0,457209984.0,,451,1454.13,5.51,0.01,284.28,891.49,61938.0,2022-08-05,54695004.38,31.86
16050,31476,,195670,2022-06-03,2022-08-12,#SiklusFarm,1000.0,0,1.25,100,55,actual,D5,2150.17,420723059.49,,500,2186.84,7.31,0.01,421.16,1343.57,86764.0,2022-08-12,82419653.56,44.34
16051,31477,,66176,2022-06-02,2022-08-12,#SiklusFarm,1000.0,0,1.25,100,55,actual,D6,782.87,51807291.15,,507,1875.15,6.09,0.01,233.43,492.74,27618.0,2022-08-12,31969158.72,41.73
16052,31478,,202742,2022-06-03,2022-08-05,#SiklusFarm,1000.0,0,1.25,100,55,actual,D7,1000.0,202742000.0,,400,919.99,4.04,0.01,172.22,322.35,27758.0,2022-08-05,16584709.92,13.69
16053,31479,,182112,2022-06-02,2022-07-16,#SiklusFarm,1000.0,0,1.25,100,55,actual,D8,2304.23,419627041.41,,292,780.59,4.39,0.0,414.06,429.77,88975.0,2022-07-16,8383850.0,48.86
16054,31480,,177684,2022-06-03,2022-07-24,#SiklusFarm,1000.0,0,1.25,100,55,actual,D9,2207.84,392297735.95,,356,665.33,3.58,0.03,235.48,401.77,47304.0,2022-07-24,18348841.88,26.62
16055,31481,,182112,2022-06-02,2022-08-05,#SiklusFarm,1000.0,0,1.25,100,55,actual,D10,2302.84,419374725.24,,428,1373.12,5.54,0.0,176.66,619.01,54677.0,2022-08-05,33088327.44,30.02
16056,32642,,150348,2022-06-03,2022-08-05,#SiklusFarm,2025.0,0,1.25,100,55,net,D11,1822.25,273971838.45,,456,1002.5,4.01,0.01,154.34,445.81,34403.0,2022-08-05,25658757.35,22.88
16057,23992,1,110000,2022-05-14,2022-08-18,,1600.0,0,1.25,100,55,net,A10_SENDI,1600.02,176002376.0,,,1158.0,12.73,0.01,521.0,555.3,34003.0,2022-08-18,,30.91
16058,23994,1,110000,2022-05-14,2022-08-18,#JT12,1600.0,0,1.25,100,55,net,A4_MUSLIH,1600.02,176002376.0,,,1281.0,13.48,0.01,442.0,425.44,26963.0,2022-08-18,,24.51
16059,32643,1,500000,2022-05-18,2022-07-31,,1200.0,1,1.25,100,55,gross,A1,1200.0,600000000.0,,,7091.5,23.96,0.05,49.0,4500.0,220500.0,2022-07-31,585000000.0,44.1
16064,32219,,100000,2022-05-10,2022-06-12,#SiklusTebar,780.0,0,1.25,100,55,gross,A1,780.0,78000000.0,,62,202.7,1.99,0.07,500.0,20.0,10000.0,2022-06-12,20.0,10.0
16065,32115,1,150000,2022-06-22,2022-09-16,,1050.0,1,1.25,110,55,net,NUSA1,1000.01,150001335.0,,,2564.3,8.52,0.02,681.0,2339.5,207886.0,2022-09-16,140566350.0,138.59
16067,32117,1,50000,2022-06-22,2022-09-16,,700.0,1,1.25,110,55,net,NUSA3,700.0,35000000.0,,,851.8,2.86,0.01,408.0,568.0,50016.0,2022-09-16,35068100.0,100.03
16083,32670,1,50000,2022-05-18,2022-07-01,#SiklusTebar,1200.0,1,1.0,60,90,net,A1,2550.0,127500000.0,,,41.0,0.66,0.0,285.0,5.0,1425.0,2022-07-01,240000.0,2.85
16086,26021,1,100,2022-05-17,2022-08-23,"#SiklusDhandy
#DhandyPemalang",1000.0,0,1.25,120,30,net,A,1332.98,133298.01,,12,2358.0,8.77,0.05,386.0,1685.0,115817.0,2022-08-20,,115817.0
16089,32677,1,20000,2022-05-19,2022-07-03,#SiklusTebar,750.0,0,1.25,100,55,gross,Hasan1,750.0,15000000.0,,,80.94,1.45,0.01,265.0,52.5,13913.0,2022-07-03,2467500.0,69.56
16090,32678,1,20000,2022-06-08,2022-07-01,#SiklusTebar,1060.0,1,1.0,60,100,net,A1,2000.0,40000000.0,,,25.01,0.38,0.0,450.0,0.5,225.0,2022-07-01,38000.0,1.13
16091,32252,1,165000,2022-05-15,2022-12-21,#SiklusTebar,1500.0,0,1.25,220,55,net,Kolam 1,1500.0,247500000.0,,50,1870.0,6.05,0.01,185.0,1182.0,70818.0,2022-08-22,58005600.0,42.92
16092,32682,1,60000,2022-05-19,2022-07-02,#SiklusTebar,1500.0,1,1.25,60,110,actual,A1,1500.0,90000000.0,,,106.01,2.0,0.09,2440.0,118.0,34310.0,2022-07-02,5400000.0,57.18
16107,32697,1,250000,2022-05-15,2022-08-29,#SiklusTebar,1500.0,0,1.25,120,55,net,C,1500.0,375000000.0,,,5139.5,13.21,0.15,183.0,3199.73,176440.0,2022-08-29,226616154.0,70.58
16108,32696,1,250000,2022-05-15,2022-08-29,#SiklusTebar,1500.0,0,1.25,120,55,net,B,1500.0,375000000.0,,2,3750.5,10.45,0.15,262.58,2128.19,133518.0,2022-08-29,106823704.39,53.41
16130,32726,1,10000,2022-05-18,2022-06-24,#SiklusTebar,530.0,1,1.25,100,55,gross,SYAHRULLAH SUKSES 1,530.0,5300000.0,,48,17.3,0.29,0.0,298.0,2.0,596.0,2022-06-24,76000.0,5.96
16135,32729,1,10000,2022-05-19,2022-06-23,#SiklusTebar,1800.0,1,1.25,100,55,gross,MUJIONO SUKSES 1,1800.0,18000000.0,,35,15.5,0.53,0.03,236.0,15.0,3540.0,2022-06-23,630000.0,35.4
16136,32730,1,20000,2022-05-19,2022-06-23,#SiklusTebar,896.0,1,1.25,100,55,gross,MUJIONO SUKSES 2,896.0,17920000.0,,26,14.6,0.47,0.01,236.0,25.0,5900.0,2022-06-23,1050000.0,29.5
16137,32731,1,25000,2022-05-19,2022-06-23,#SiklusTebar,2541.0,1,1.25,100,55,gross,SUKADI SUKSES1,2541.0,63525000.0,,28,15.3,0.33,0.0,243.0,2.0,486.0,2022-06-23,72000.0,1.94
16138,32734,1,10000,2022-05-19,2022-06-23,#SiklusTebar,960.0,1,1.25,55,45,gross,SUROTO SUKSES 1,960.0,9600000.0,,43,19.4,0.37,0.0,210.0,27.0,5670.0,2022-06-23,38000.0,56.7
16142,32218,1,147000,2022-05-21,2022-07-27,#SiklusTebar,600.0,0,1.25,100,55,actual,1,840.0,123480000.0,,,1318.9,5.38,0.02,307.0,441.0,75087.0,2022-07-27,18816000.0,51.08
16154,31442,,168633,2022-05-13,2022-06-30,#SiklusFarm,1000.0,0,1.25,100,55,actual,A1,2041.8,344315432.75,,462,552.0,3.23,0.01,304.0,262.46,79788.0,2022-06-30,5249200.0,47.31
16155,31443,,161356,2022-05-15,2022-07-22,#SiklusFarm,1000.0,0,1.25,100,55,actual,A2,2015.93,325282078.37,,531,868.7,3.46,0.01,349.8,318.51,37138.0,2022-07-22,14041848.0,23.02
16156,31444,,172746,2022-05-13,2022-07-24,#SiklusFarm,1000.0,0,1.25,100,55,actual,A3,2102.25,363154829.36,,531,983.0,3.71,0.01,314.31,381.19,39937.0,2022-07-24,18633566.75,23.12
16157,31445,,161356,2022-05-15,2022-07-23,#SiklusFarm,1000.0,0,1.25,100,55,actual,A4,2014.63,325072977.13,,486,733.7,2.9,0.01,249.78,386.18,48230.0,2022-07-23,17643096.76,29.89
16158,31446,,176859,2022-05-13,2022-07-23,#SiklusFarm,1000.0,0,1.25,100,55,actual,A5,2194.84,388176676.98,,402,569.0,2.62,0.0,200.0,34.44,6888.0,2022-07-23,688800.0,3.89
16159,31447,,169702,2022-05-15,2022-07-23,#SiklusFarm,1000.0,0,1.25,100,55,actual,A6,2118.16,359456056.2,,354,382.5,1.96,0.0,167.6,98.66,16535.0,2022-07-23,3425475.2,9.74
16160,31448,,157665,2022-05-13,2022-07-22,#SiklusFarm,1000.0,0,1.25,100,55,actual,A7,1902.1,299894155.04,,495,1058.5,4.09,0.01,363.99,403.75,48987.0,2022-07-22,18094072.22,31.07
16161,31449,,161356,2022-05-15,2022-07-23,#SiklusFarm,1000.0,0,1.25,100,55,actual,A8,2015.93,325282078.37,,486,546.7,2.14,0.0,211.12,207.04,21855.0,2022-07-23,10128033.48,13.54
16162,31450,,160407,2022-05-13,2022-07-14,#SiklusFarm,1000.0,0,1.25,100,55,actual,A9,1947.69,312423302.32,,438,1052.5,4.66,0.02,334.44,577.37,64365.0,2022-07-14,24293789.6,40.13
16163,31451,,155792,2022-05-15,2022-07-23,#SiklusFarm,1000.0,0,1.25,100,55,actual,A10,1947.69,303434707.43,,489,667.0,2.63,0.01,333.69,361.24,40181.0,2022-07-23,16281210.04,25.79
16164,32637,,154923,2022-05-13,2022-07-24,#SiklusFarm,2025.0,0,1.25,100,55,actual,A11,1863.89,288759662.85,,501,1680.9,6.46,0.05,218.1,1640.49,178895.0,2022-07-24,80633125.05,115.47
16165,32638,,164138,2022-05-15,2022-07-22,#SiklusFarm,2025.0,0,1.25,100,55,actual,A12,2041.8,335137526.47,,474,1157.4,4.67,0.01,331.56,510.32,56401.0,2022-07-22,23241375.68,34.36
16166,32639,,160407,2022-05-13,2022-07-22,#SiklusFarm,2025.0,0,1.25,100,55,actual,A13,1956.87,313896416.04,,489,1017.5,3.99,0.01,212.76,240.12,25544.0,2022-07-22,11498039.3,15.92
16167,32640,,136318,2022-05-15,2022-07-24,#SiklusFarm,2025.0,0,1.25,100,55,actual,A14,1659.92,226277519.83,,486,500.6,1.98,0.0,130.71,158.88,20767.0,2022-07-24,7115758.56,15.23
16170,32800,1,140000,2022-05-23,2022-06-26,#SiklusTebar,1500.0,1,1.25,60,90,gross,G1,2000.0,280000000.0,,162,176.0,2.02,0.01,275.0,1.0,275.0,2022-06-25,38000.0,0.2
16215,6740,,1377414,2022-05-11,2022-09-09,,4500.0,1,2.0,122,40,actual,Petak 3,2999.95,4132169685.76,,,29497.9,247.88,0.14,252.43,23766.7,1018308.0,2022-09-09,,73.93
16216,32832,1,130000,2022-05-26,2022-08-11,"Persiapan awal
Kaporit 5 kg
Kupri     0.5 kg
Mineral  3  kg
Super ps 1 gayung
Dolomit  4 sak",966.0,0,1.3,120,30,net,Yudi 1,966.0,125580000.0,,,1527.0,5.59,0.08,,,,,,
16250,32892,2,400000,2022-05-24,2022-07-30,,1600.0,1,1.25,100,30,net,A1,1600.0,640000000.0,,,1882.25,7.05,0.14,47.0,4100.0,192700.0,2022-07-30,514550000.0,48.18
16251,30344,1,3000,2022-05-25,2022-07-16,,7.0,0,4.0,120,50,actual,KOLAM 1,9.0,27000.0,,,21.79,0.12,0.0,342.0,17.1,2920.0,2022-07-16,390000.0,97.33
16252,30343,1,3000,2022-05-25,2022-07-25,,7.0,0,4.0,120,50,actual,KOLAM 2,9.0,27000.0,,,25.35,0.13,0.0,1045.0,19.4,4034.0,2022-07-22,1164000.0,134.47
16253,30345,1,9000,2022-05-25,2022-07-29,,20.0,0,4.0,120,50,actual,KOLAM 3,25.0,225000.0,,,76.16,0.34,0.0,1650.0,60.7,9875.0,2022-07-29,2106000.0,109.72
16267,32210,1,130000,2022-05-24,2022-07-28,#SiklusTebar,1200.0,0,1.25,100,55,net,Cahyo 1,900.0,117000000.0,,70,2537.0,8.32,0.01,110.0,500.0,55000.0,2022-07-28,25500000.0,42.31
16271,32938,1,175000,2022-05-25,2022-07-31,#SiklusTebar,1400.0,0,1.25,100,55,net,1 (Selatan),1400.45,245078750.0,,,951.5,3.67,0.02,65.0,300.0,19500.0,2022-07-31,20400000.0,11.14
16272,32939,1,85000,2022-05-25,2022-07-31,#SiklusTebar,701.0,0,1.25,100,55,net,2 (Utara),699.6,59466000.0,,,549.2,2.1,0.01,65.0,150.0,9750.0,2022-07-31,10200000.0,11.47
16275,32368,1,450000,2022-06-22,2022-08-02,,1820.0,1,1.25,110,55,gross,A1,2704.0,1216800000.0,,204,886.9,6.29,0.12,,,,,,
16278,32953,1,600000,2022-05-24,2022-08-04,,1296.0,1,1.25,100,60,gross,A1,1296.0,777600000.0,,312,10885.5,37.41,0.19,165.0,7800.0,413000.0,2022-08-04,865327000.0,68.83
16293,32337,1,110000,2022-05-27,2022-09-03,#SiklusTebar,860.0,0,1.25,110,55,net,A1,860.0,94600000.0,,,3124.5,7.32,0.02,286.0,1915.8,116994.0,2022-09-03,103580900.0,106.36
16294,32338,1,110000,2022-05-27,2022-09-03,#SiklusTebar,860.0,0,1.25,110,55,net,A2,860.0,94600000.0,,,1937.5,4.55,0.01,264.0,963.6,51387.0,2022-09-03,65890500.0,46.72
16298,32249,1,70000,2022-05-27,2022-07-25,#SiklusTebar,900.0,0,1.25,100,55,net,Kolam 2,900.0,63000000.0,,,450.1,4.79,0.07,160.0,250.0,40000.0,2022-07-25,10250000.0,57.14
16323,32234,1,250000,2022-05-30,2022-09-13,#SiklusTebar,1560.0,0,1.25,150,55,net,Kolam 1,1800.0,450000000.0,,57,3191.0,12.23,0.01,291.0,1709.0,127781.0,2022-09-13,108886400.0,51.11
16325,32998,1,87000,2022-05-30,2022-07-25,#SiklusTebar,600.0,0,1.25,100,55,actual,Kolam2,900.0,78300000.0,,1,532.4,3.7,0.02,424.0,455.0,96460.0,2022-07-25,20803000.0,110.87
16327,12575,1,207000,2022-05-08,2022-07-30,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,A1,2199.98,455395694.4,,,3943.0,43.81,0.78,167.52,1951.08,155048.0,2022-07-30,,74.9
16328,12537,1,207000,2022-05-08,2022-08-12,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,A2,2199.98,455395694.4,,,4636.0,48.29,0.78,225.29,2324.12,158954.0,2022-08-12,,76.79
16329,12539,1,207000,2022-05-08,2022-08-12,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,A4,2199.98,455395694.4,,,4803.0,48.52,0.58,223.92,2261.95,150945.0,2022-08-12,,72.92
16330,12540,1,387000,2022-05-08,2022-08-12,#SiklusCustomerRizky,4100.0,0,1.25,100,55,gross,A5,4099.97,1586689551.0,,,8838.0,81.83,1.43,238.93,4797.94,336572.0,2022-08-12,,86.97
16331,12541,1,255000,2022-05-08,2022-08-13,#SiklusCustomerRizky,2700.0,0,1.25,100,55,gross,A6,2700.0,688500000.0,,,5263.0,52.63,0.9,244.25,2791.52,196593.0,2022-08-13,,77.1
16332,12542,1,246000,2022-05-08,2022-08-13,#SiklusCustomerRizky,2600.0,0,1.25,100,55,gross,A7,2600.14,639634636.8,,,5420.0,53.66,0.97,225.14,3177.96,207804.0,2022-08-13,,84.47
16333,12544,1,273000,2022-05-08,2022-08-12,#SiklusCustomerRizky,2900.0,0,1.25,100,55,gross,A9,2900.08,791720529.6,,,5602.0,54.39,1.32,243.27,2827.25,202595.0,2022-08-12,,74.21
16334,12545,1,255000,2022-05-08,2022-08-12,#SiklusCustomerRizky,2700.0,0,1.25,100,55,gross,A10,2700.0,688500000.0,,,5474.0,56.43,1.53,231.63,3079.32,213231.0,2022-08-12,,83.62
16335,12548,1,207000,2022-05-08,2022-07-30,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,B3,2199.98,455395694.4,,,5384.0,47.23,0.36,124.07,3215.0,193185.0,2022-07-30,,93.33
16336,12549,1,246500,2022-05-08,2022-08-13,#SiklusCustomerRizky,2600.0,0,1.25,100,55,gross,B5,2600.14,640934707.2,,,5749.0,57.49,0.9,193.69,2735.5,159382.0,2022-08-13,,64.66
16337,12550,1,245000,2022-05-08,2022-07-30,#SiklusCustomerRizky,2600.0,0,1.25,114,55,gross,B6,2600.14,637034496.0,,,6240.0,72.56,1.01,105.74,4574.87,226494.0,2022-07-30,,92.45
16338,12551,1,283500,2022-05-08,2022-07-30,#SiklusCustomerRizky,3000.0,0,1.25,100,55,gross,B7,2999.95,850485116.25,,,6402.0,74.44,0.98,115.07,4236.16,234265.0,2022-07-30,,82.63
16339,12547,1,246000,2022-05-08,2022-08-13,#SiklusCustomerRizky,2500.0,0,1.25,100,55,gross,B2,2500.14,615034932.0,,,5890.0,57.18,0.81,203.05,2793.52,168785.0,2022-08-13,,68.61
16340,12546,1,237000,2022-05-08,2022-08-13,#SiklusCustomerRizky,2500.0,0,1.25,100,55,gross,B1,2500.14,592533654.0,,,6012.0,59.52,0.75,208.68,2581.05,159262.0,2022-08-13,,67.2
16341,12552,1,264000,2022-05-15,2022-08-03,#SiklusCustomerRizky,2800.0,0,1.25,100,55,gross,C1,2800.21,739256232.0,,,6565.0,51.69,0.22,140.29,4458.12,287086.0,2022-08-03,,108.74
16342,12553,1,264000,2022-05-15,2022-08-03,#SiklusCustomerRizky,2800.0,0,1.25,100,55,gross,C2,2800.21,739256232.0,,,5275.0,46.27,0.03,164.59,1976.27,162421.0,2022-08-03,,61.52
16343,12556,1,264000,2022-05-15,2022-08-03,#SiklusCustomerRizky,2800.0,0,1.25,100,55,gross,C5,2800.21,739256232.0,,,5345.0,49.49,0.35,169.04,2294.08,187093.0,2022-08-03,,70.87
16344,12557,1,184800,2022-05-15,2022-08-03,#SiklusCustomerRizky,2000.0,0,1.25,100,55,gross,C6,2000.02,369603178.56,,,4690.0,43.03,0.38,149.31,1991.2,142123.0,2022-08-03,,76.91
16345,12558,1,204600,2022-05-15,2022-08-03,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,C7,2199.98,450115744.32,,,5305.5,48.67,0.12,134.69,2734.43,170125.0,2022-08-03,,83.15
16347,12559,1,297000,2022-05-15,2022-08-03,#SiklusCustomerRizky,3200.0,0,1.25,100,55,gross,C8,3200.03,950407959.6,,,7042.0,64.61,0.83,225.75,4450.08,317940.0,2022-08-03,,107.05
16348,12560,1,283800,2022-05-15,2022-08-03,#SiklusCustomerRizky,3000.0,0,1.25,100,55,gross,C9,2999.95,851385100.5,,,6236.0,57.21,0.74,252.0,3370.18,278467.0,2022-08-03,,98.12
16349,12561,1,264000,2022-05-15,2022-08-03,#SiklusCustomerRizky,2800.0,0,1.25,100,55,gross,C10,2800.21,739256232.0,,,4502.0,41.3,0.04,87.96,719.83,63316.0,2022-08-03,,23.98
16350,12562,1,231000,2022-05-15,2022-08-03,#SiklusCustomerRizky,2500.0,0,1.25,100,55,gross,C11,2500.14,577532802.0,,,5537.0,50.8,0.23,142.43,3624.95,239815.0,2022-08-03,,103.82
16351,12566,1,244200,2022-05-15,2022-08-03,#SiklusCustomerRizky,2600.0,0,1.25,100,55,gross,D4,2600.14,634954383.36,,,4326.0,34.06,0.27,240.15,2073.68,162442.0,2022-08-03,,66.52
16352,12563,1,342000,2022-05-16,2022-08-03,#SiklusCustomerRizky,3200.0,0,1.25,100,55,gross,D1,3200.03,1094409165.6,,,5757.5,45.69,0.0,198.22,2020.23,185191.0,2022-08-03,,54.15
16354,12564,1,342000,2022-05-16,2022-08-03,#SiklusCustomerRizky,3200.0,0,1.25,100,55,gross,D2,3200.03,1094409165.6,,,6162.0,48.9,0.18,198.72,2602.17,241578.0,2022-08-03,,70.64
16356,12565,1,243200,2022-05-16,2022-08-03,#SiklusCustomerRizky,2400.0,0,1.25,100,55,gross,D3,2400.27,583744472.32,,,4788.0,38.0,0.04,161.52,1909.84,149893.0,2022-08-03,,61.63
16358,12567,1,357200,2022-05-16,2022-08-03,#SiklusCustomerRizky,3400.0,0,1.25,100,55,gross,D5,3400.16,1214538938.0,,,6719.0,54.19,0.58,268.63,2729.82,233876.0,2022-08-03,,65.47
16360,12568,1,235600,2022-05-16,2022-08-03,#SiklusCustomerRizky,2200.0,0,1.25,100,55,gross,D6,2199.98,518315099.52,,,4564.0,57.77,0.38,285.11,2280.01,200377.0,2022-08-03,,85.05
16361,12569,1,336600,2022-05-16,2022-08-03,#SiklusCustomerRizky,3200.0,0,1.25,100,55,gross,D7,3200.03,1077129020.88,,,6249.0,80.12,0.13,190.04,3104.82,280890.0,2022-08-03,,83.45
16363,12570,1,336600,2022-05-16,2022-08-03,#SiklusCustomerRizky,3200.0,0,1.25,100,55,gross,D8,3200.03,1077129020.88,,,6168.0,79.08,0.34,211.39,3160.92,303293.0,2022-08-03,,90.1
16365,12574,1,310200,2022-05-16,2022-08-03,#SiklusCustomerRizky,3000.0,0,1.25,100,55,gross,D12,2999.95,930583714.5,,,7132.0,90.28,0.82,244.51,4705.37,359224.0,2022-08-03,,115.8
16372,31372,1,30000,2022-05-31,2022-08-13,,256.0,,1.25,100,50,net,POND 104,256.0,7680000.0,,136,414.2,2.67,0.05,335.0,330.58,32706.0,2022-08-13,18588194.0,109.02
16374,31376,1,30000,2022-05-31,2022-08-13,,256.0,,1.25,99,50,net,POND 107,256.0,7680000.0,,,383.1,3.72,0.01,326.0,360.8,33871.0,2022-08-13,20688140.0,112.9
16384,32261,1,50000,2022-06-01,2022-08-10,#SiklusTebar,704.0,0,1.25,120,70,net,YOVA SUKSES 1,704.0,35200000.0,,193,440.7,1.87,0.01,150.0,395.0,59250.0,2022-08-10,50000.0,118.5
16394,33025,1,562600,2022-06-02,2022-08-11,,3600.0,1,1.25,100,40,actual,A3,3648.0,2052364800.0,,,5863.0,75.17,0.35,669.0,5542.87,434247.0,2022-08-11,341758777.95,77.19
16398,32458,1,40000,2022-06-03,2022-07-21,#SiklusTebar,1200.0,1,1.25,56,100,gross,A1,1800.0,72000000.0,,,112.8,2.13,0.04,200.0,105.5,21100.0,2022-07-21,5064000.0,52.75
16415,32226,1,90000,2022-06-03,2022-08-23,#SiklusTebar,1092.0,0,1.25,105,55,gross,A1,1092.0,98280000.0,,6,357.39,2.81,0.02,72.0,100.0,7200.0,2022-08-23,6600000.0,8.0
16424,32251,1,100000,2022-06-03,2022-07-28,#SiklusTebar,1800.0,0,1.25,100,55,net,Kolam 1,1800.0,180000000.0,,26,530.7,5.71,0.09,74.0,200.0,14800.0,2022-07-28,13000000.0,14.8
16428,32191,1,125000,2022-06-04,2022-08-13,#SiklusTebar,1000.0,0,1.25,100,55,net,A1,1000.08,125009875.0,,,698.4,3.0,0.01,72.0,281.6,20275.0,2022-08-13,18191.36,16.22
16429,32192,1,125000,2022-06-04,2022-08-13,#SiklusTebar,1000.0,0,1.25,100,55,net,A1,1000.08,125009875.0,,,467.3,2.18,0.01,67.0,228.0,15276.0,2022-08-13,15048000.0,12.22
16465,32790,1,12000,2022-05-19,2022-06-23,#SiklusTebar,1050.0,0,1.25,35,55,gross,Rudi 1,1050.0,12600000.0,,,17.0,0.55,0.0,300.0,17.0,5100.0,2022-06-23,38000.0,42.5
16469,32227,1,220000,2022-06-07,2022-08-31,#SiklusTebar,2700.0,0,1.25,100,55,gross,A1,2700.0,594000000.0,,25,805.56,5.75,0.03,223.0,250.0,26800.0,2022-08-31,14250000.0,12.18
16483,33163,1,60000,2022-06-05,2022-07-27,#SiklusTebar,480.0,0,1.25,100,55,net,1 Utara,479.61,28776600.0,,,430.0,2.09,0.01,120.0,250.0,30000.0,2022-07-26,12750000.0,50.0
16485,30308,1,240000,2022-05-22,2022-08-24,,1600.0,1,1.25,100,55,net,B-11. sendi,1600.02,384005184.0,,,3401.0,35.43,0.28,558.0,1817.02,134139.0,2022-08-24,,55.89
16486,27610,1,240000,2022-05-22,2022-08-15,,1600.0,1,1.25,100,55,net,B-10. sendi,1600.02,384005184.0,,,4420.0,49.66,0.51,461.0,2852.03,244508.0,2022-08-15,,101.88
16487,30310,1,240000,2022-06-08,2022-08-30,,1600.0,1,1.25,100,55,net,B-12. marwan,1600.02,384005184.0,,,1773.0,21.89,0.28,216.0,1113.59,51175.0,2022-08-30,,21.32
16488,30309,1,240000,2022-05-22,2022-08-16,#JT12,1000.0,1,1.25,100,55,net,B-1. BIRIN,1000.01,240002136.0,,,3962.0,45.02,0.23,516.0,2096.19,176695.0,2022-08-16,,73.62
16489,24005,1,240000,2022-05-22,2022-08-22,#JT12,1600.0,1,1.25,100,55,net,B-2. BIRIN,1600.02,384005184.0,,,2617.0,28.14,0.25,582.0,1458.18,83498.0,2022-08-22,,34.79
16497,23996,1,240000,2022-05-22,2022-08-15,#JT12,1600.0,1,1.25,100,55,net,B-3. NALDI,1600.02,384005184.0,,,2947.0,34.27,0.2,582.0,1914.33,147808.0,2022-08-15,,61.59
16498,23995,1,240000,2022-05-22,2022-09-03,#JT12,1600.0,,1.25,105,55,net,B-4. NALDI,1600.02,384005184.0,,,4280.0,40.38,0.11,603.0,2681.71,160756.0,2022-09-03,,66.98
16499,23997,1,240000,2022-05-31,2022-09-03,#JT12,1600.0,1,1.25,100,55,net,B-5. SUGI,1600.02,384005184.0,,,3805.0,40.05,0.15,554.0,2495.08,136786.0,2022-09-03,,56.99
16500,23998,1,240000,2022-06-08,2022-08-29,#JT12,1600.0,1,1.25,100,55,net,B-6. PARMIN,1600.02,384005184.0,,,1335.0,16.08,0.33,214.0,601.34,29443.0,2022-08-30,,12.27
16501,24002,1,240000,2022-05-22,2022-08-22,#JT12,2000.0,1,1.25,100,55,net,B-8. UJANG,2000.02,480004128.0,,,3925.0,40.46,0.28,499.0,1944.03,176751.0,2022-08-22,,73.65
16502,24003,1,240000,2022-05-22,2022-08-14,#JT12,1600.0,1,1.25,100,55,net,B-9. UJANG,1600.02,384005184.0,,,4105.0,46.65,0.08,433.0,2376.72,179817.0,2022-08-14,,74.92
16503,24010,1,270000,2022-05-31,2022-08-24,#JT12,2000.0,1,1.25,100,55,net,B-7. PARMIN,2000.02,540004644.0,,,2350.0,27.65,0.45,278.0,1110.57,89337.0,2022-08-24,,33.09
16509,32324,1,300000,2022-06-06,2022-08-13,,1365.0,1,1.25,100,55,gross,Ao1,1600.0,480000000.0,,588,3146.25,9.53,0.07,,,,,,
16512,30607,,250000,2022-06-14,2022-09-18,#JT12,1900.0,0,1.5,100,45,net,B,1900.0,475000000.0,,,2845.3,7.59,0.01,514.5,1296.81,59136.0,2022-09-18,98962774.6,23.65
