cycle_id,pond_id,species_id,total_seed,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,pond_size,padat_tebar,total_feed,avg_feed_per_day,avg_growth_feed,size_harvest,weight_harvest,total_harvested,selling_price,cycle_lead_time,harvest_time,total_seed_type_actual,total_seed_type_gross,total_seed_type_net,pond_name_A,pond_name_A1,pond_name_A2,pond_name_A3,pond_name_A4,pond_name_Other,survival_rate,survival_rate_pred,avg_body_weight,avg_body_weight_pred
14506,30535,1,30000,100.0,0,1.25,100,30.0,100.02,3000690.0,708.0,7.08,0.1,608.0,471.0,28037,33419000,100,99,0,0,1,0,1,0,0,0,0,93.46,94.48,11.89,10.378584925115733
14522,25962,1,252945,2648.0,0,1.1,120,40.0,2647.76,669736439.06,1439.0,23.98,0.87,315.0,532.0,167580,33729000,60,60,1,0,0,0,0,0,0,0,1,66.25,65.98,3.07,5.1034359163929786
14576,30609,1,420000,1850.0,0,2.5,120,45.0,1850.0,777000000.0,3835.5,13.0,0.01,578.0,2242.79,199050,130363628,77,77,1,0,0,1,0,0,0,0,0,47.39,48.9,9.01,8.174998199045973
14577,30607,1,450000,1900.0,0,2.5,120,45.0,1900.0,855000000.0,3620.0,12.84,0.0,341.0,1352.95,229177,54338720,74,74,1,0,0,0,0,0,0,0,1,50.93,51.31,5.68,6.060591960002325
14578,30608,1,447000,2000.0,0,2.5,120,45.0,2000.0,894000000.0,3641.0,12.91,0.0,316.0,961.0,151121,41201000,74,74,1,0,0,0,0,0,0,0,1,33.81,33.23,5.13,5.803232401168203
14579,30610,1,320000,1450.0,0,2.5,120,45.0,1450.0,464000000.0,2407.6,10.7,0.08,266.0,1574.8,209448,63674120,57,57,1,0,0,0,0,0,0,0,1,65.45,65.88,5.72,6.072821164362061
14580,30606,1,127000,640.0,0,2.5,120,45.0,640.0,81280000.0,1015.75,3.53,0.0,244.0,372.4,30620,21579600,77,77,1,0,0,0,0,0,0,0,1,24.11,24.9,8.78,7.731302168203739
14604,25793,1,301842,3220.0,0,1.5,120,40.0,3219.65,971826440.46,7099.0,70.29,0.81,398.03,4887.42,264207,33729000,102,102,1,0,0,0,0,0,1,0,0,87.53,86.74,12.14,11.854314735922548
14614,23082,1,60000,490.0,0,1.25,120,45.0,489.99,29399112.0,1572.6,4.79,0.08,231.0,1202.35,74543,81020750,94,94,0,0,1,0,1,0,0,0,0,100.0,99.76,8.65,9.936522587865493
14630,12664,1,76000,1000.0,0,1.3,110,40.0,1000.01,76000676.4,1399.6,3.64,0.0,279.0,755.7,41842,41358900,92,92,1,0,0,0,0,0,0,0,1,55.06,55.4,7.3,9.173793450394346
14691,30786,1,500000,3000.0,0,1.25,120,38.0,3000.0,1500000000.0,6279.0,101.27,0.16,88.0,3600.0,316800,184050000,62,62,1,0,0,0,1,0,0,0,0,63.36,63.99,9.66,9.503932560693547
14692,30787,1,330000,2000.0,0,1.25,120,40.0,2000.0,660000000.0,2352.0,49.0,0.8,271.0,1931.0,260710,94693600,49,49,1,0,0,0,0,1,0,0,0,79.0,78.91,7.13,6.684714171905935
14693,30788,1,24000,75.0,0,1.25,120,40.0,75.0,1800000.0,105.2,2.24,0.01,246.0,39.89,9813,33729000,46,46,1,0,0,0,0,0,1,0,0,40.89,57.79,4.8,5.135430686403236
14824,27259,1,302250,1450.0,0,2.0,135,45.0,1450.2,438322950.0,7349.8,48.04,0.2,313.4,5723.39,268204,438920164,106,106,0,1,0,0,0,0,0,0,1,88.74,88.45,5.98,10.344332333902488
14877,28942,1,150000,1400.0,0,1.25,120,45.0,1399.68,209952000.0,956.5,3.99,0.02,355.0,1313.7,93477,33729000,71,71,0,0,1,0,1,0,0,0,0,62.32,62.68,10.25,8.79266667062023
14878,28948,1,150000,1250.0,0,1.25,120,45.0,1249.91,187486260.0,963.0,4.34,0.01,201.0,561.31,53494,33729000,73,72,0,0,1,0,0,0,0,0,1,35.66,36.14,7.63,7.531240779632694
14972,24569,1,125000,500.0,0,1.25,120,25.0,1620.0,202500000.0,979.65,20.84,0.1,258.0,654.0,84452,33729000,50,49,1,0,0,0,0,0,0,0,1,67.56,67.29,7.4,6.702687472421367
15005,31246,1,109620,737.0,0,1.25,105,40.0,737.0,80789940.0,1679.5,4.5,0.04,228.0,1836.0,104652,111261600,79,79,0,0,1,0,0,0,0,0,1,95.47,95.57,10.19,9.844976994946487
15006,31247,1,144900,1024.0,0,1.25,105,40.0,1024.0,148377600.0,2036.0,5.52,0.06,116.0,1285.0,74530,77614000,80,80,0,0,1,0,0,0,0,0,1,51.44,52.37,9.12,9.483459632422289
15015,31256,1,270900,1881.0,0,1.25,105,40.0,1881.0,509562900.0,3100.0,9.39,0.08,427.0,2250.35,191974,124991665,72,71,0,0,1,0,0,0,0,0,1,70.87,70.95,8.06,7.53583698816641
15016,31257,1,262080,1824.0,0,1.25,105,40.0,1824.0,478033920.0,3572.5,9.84,0.1,328.0,2430.0,199260,138648000,79,79,0,0,1,0,0,0,0,0,1,76.03,77.26,8.1,8.167959150990441
15017,31258,1,245115,1662.0,0,1.25,105,40.0,1662.5,407503687.5,2909.0,8.63,0.08,435.0,2208.65,192153,119487965,72,72,0,0,1,0,0,0,0,0,1,78.39,77.52,7.3,7.644120796373886
15060,31033,1,4769,7.0,0,1.25,120,45.0,7.0,33383.0,542.32,1.19,0.0,50.0,4.05,203,222805,105,105,1,0,0,0,0,0,0,0,1,4.26,12.45,12.63,11.370610309823617
15067,12273,1,75900,1000.0,0,1.25,120,45.0,1000.01,75900675.51,1040.5,3.14,0.0,171.9,242.45,16410,14503988,75,75,0,1,0,0,0,0,1,0,0,21.62,21.31,7.04,7.0749985245553155
15106,31374,1,50000,256.0,0,2.25,99,45.0,256.0,12800000.0,451.16,2.15,0.01,168.0,320.0,53760,13440000,57,56,0,0,1,0,0,0,0,0,1,100.0,98.8,4.73,5.156932328344312
15107,31371,1,50000,256.0,0,2.25,99,45.0,256.0,12800000.0,413.98,2.13,0.01,165.0,296.0,48840,12728000,55,54,0,0,1,0,0,0,0,0,1,97.68,96.47,5.08,5.242286571290624
15108,31373,1,50000,256.0,0,2.25,99,45.0,256.0,12800000.0,261.95,1.6,0.0,180.0,100.0,18000,4100000,52,51,0,0,1,0,0,0,0,0,1,36.0,44.31,4.81,4.686693983579976
15213,31329,1,1272,7.0,0,1.25,110,55.0,7.0,8904.0,136.74,0.31,0.0,50.0,2.56,128,140965,106,106,1,0,0,0,0,0,0,0,1,10.06,10.49,10.0,10.774278962551175
15214,31330,1,1272,6.9,0,1.25,110,55.0,7.0,8904.0,32.87,0.08,0.0,60.0,3.96,238,217635,106,106,1,0,0,0,0,0,0,0,1,18.71,10.62,9.6,10.223722936056454
15215,31331,1,1908,7.0,0,1.25,110,55.0,7.0,13356.0,15.93,0.04,0.0,60.0,2.41,145,132385,106,106,1,0,0,0,0,0,0,0,1,7.6,9.58,10.45,10.248398824411021
15216,31332,1,1908,7.0,0,1.25,110,55.0,7.0,13356.0,15.73,0.04,0.0,50.0,3.94,197,216920,106,106,1,0,0,0,0,0,0,0,1,10.32,9.78,9.75,10.71419971735193
15217,31333,1,2543,7.0,0,1.25,110,55.0,7.0,17801.0,17.33,0.04,0.0,100.0,0.59,59,32560,106,106,1,0,0,0,0,0,0,0,1,2.32,8.06,5.28,9.477493869276154
15219,31335,1,3179,7.0,0,1.25,110,55.0,7.0,22253.0,18.73,0.05,0.0,60.0,2.84,170,156310,106,106,1,0,0,0,0,0,0,0,1,5.35,8.0,9.97,10.434490974627366
15221,31337,1,3815,7.0,0,1.25,110,55.0,7.0,26705.0,19.67,0.05,0.0,50.0,4.21,211,231550,106,106,1,0,0,0,0,0,0,0,1,5.53,8.06,14.4,11.400891475865741
15288,30350,1,50000,314.0,0,2.5,100,50.0,314.0,15700000.0,1268.5,14.09,0.27,61.0,884.0,53924,33729000,90,90,1,0,0,0,0,0,0,0,1,100.0,97.41,9.82,10.41531871988463
15289,30349,1,60000,400.0,0,2.5,100,50.0,400.0,24000000.0,1260.75,16.16,0.1,84.0,641.0,53844,33729000,75,75,1,0,0,0,0,0,0,0,1,89.74,88.65,7.74,7.854352211195375
15301,16048,1,39667,1092.0,1,1.25,120,55.0,1384.92,54935744.61,1777.8,18.52,0.29,703.7,1015.84,38979,33729000,98,98,1,0,0,0,0,0,0,0,1,98.27,93.67,13.85,12.549414809390957
15303,16052,1,201088,960.0,1,1.25,120,55.0,1096.05,220403326.86,2507.6,35.82,0.35,799.6,1472.57,107120,33729000,71,71,1,0,0,0,0,0,0,0,1,53.27,53.97,8.63,8.135091315659743
15304,16053,1,338194,1620.0,1,1.25,120,55.0,1821.02,615857767.32,4109.9,61.34,1.18,776.2,2672.46,227496,33729000,67,67,1,0,0,0,0,0,0,0,1,67.27,68.22,8.17,8.038115108936314
15305,19189,1,681206,3638.0,1,1.25,120,55.0,3343.84,2277844960.97,9742.7,124.91,1.1,906.08,6622.19,454799,33729000,78,78,1,0,0,0,0,0,0,0,1,66.76,76.34,9.91,9.653272632350022
15307,16050,1,382888,1713.0,1,1.25,120,55.0,1937.64,741898951.16,4443.9,66.33,0.76,787.2,2809.11,222235,33729000,68,68,1,0,0,0,0,0,0,0,1,58.04,58.46,9.18,8.100173148773173
15309,31645,1,646763,3452.0,1,1.25,120,55.0,3452.0,2232625876.0,6967.3,108.86,1.52,724.4,4978.48,415522,33729000,64,64,1,0,0,0,0,0,0,0,1,64.25,68.02,9.04,8.889978486147527
15312,31648,1,194000,1200.0,0,1.25,150,55.0,1200.0,232800000.0,3225.2,32.25,0.32,274.0,2811.29,172661,211545800,102,91,1,0,0,0,0,0,0,0,1,89.0,88.93,15.08,13.70094890199311
15316,31659,1,301324,1700.0,1,1.25,120,55.0,1700.0,512250800.0,4330.2,63.68,0.83,750.5,2829.14,228861,33729000,69,69,1,0,0,0,0,0,0,0,1,75.95,74.96,8.62,8.004022216078681
15399,31650,1,194000,1200.0,0,1.25,150,55.0,1200.0,232800000.0,2347.2,23.47,0.06,267.5,1565.85,103950,282600,101,100,1,0,0,0,0,0,0,0,1,53.58,54.03,15.72,13.82877535400787
15402,31651,1,194000,1200.0,0,1.25,150,55.0,1200.0,232800000.0,2682.2,27.37,0.0,293.0,2361.72,167274,159711481,99,98,1,0,0,0,0,0,0,0,1,86.22,86.62,14.19,13.310794325201941
15404,31653,1,212000,1400.0,0,1.25,150,55.0,1400.0,296800000.0,3949.2,39.89,0.41,293.0,3345.89,239848,261400,101,100,1,0,0,0,0,0,0,0,1,100.0,99.2,14.08,12.86515762839743
15405,22797,1,85000,670.0,0,1.25,115,40.0,893.41,75940028.5,2568.1,15.11,0.26,153.0,1698.8,99034,115076710,110,110,0,0,1,0,0,0,0,0,1,100.0,99.24,9.26,12.422665957450562
15413,19189,1,680306,3344.0,1,1.25,100,55.0,3343.84,2274835503.53,10095.8,114.73,1.37,340.0,7624.4,414517,33729000,90,88,1,0,0,0,0,0,0,0,1,60.93,67.58,14.19,12.048196597972188
15432,18210,1,300000,1500.0,0,1.25,100,55.0,1600.02,480006480.0,1807.0,23.78,0.19,209.71,581.6,30156,38478557,81,81,0,1,0,0,0,0,0,0,1,10.05,11.46,9.33,12.287351035083077
15433,18211,1,300000,1500.0,0,1.25,100,55.0,1999.88,599963520.0,1570.0,20.39,0.18,265.0,822.5,45520,53435850,81,81,0,1,0,0,0,0,0,0,1,15.17,16.3,9.84,9.80144131605326
15434,18213,1,300000,1504.0,0,1.25,100,55.0,2005.25,601574520.0,1924.0,24.35,0.04,292.0,1048.42,53943,71782516,81,81,0,1,0,0,0,0,0,0,1,17.98,20.77,9.92,9.912645895319304
15435,18212,1,250000,1500.0,1,1.25,100,55.0,1999.88,499969600.0,4795.0,51.56,0.57,325.0,2398.7,131784,160680544,95,95,0,1,0,0,0,0,0,0,1,52.71,53.05,9.78,10.288876168311964
15462,21234,1,113400,2000.0,1,1.25,100,55.0,2000.02,226801950.48,1933.04,5.45,0.0,83.0,783.0,64989,46510200,93,93,0,1,0,1,0,0,0,0,0,57.31,57.53,7.62,9.02737524760025
15488,24272,1,110000,800.0,0,1.25,100,55.0,800.0,88000000.0,599.0,10.7,0.0,505.0,308.56,74215,33729000,63,63,1,0,0,0,0,0,0,0,1,67.47,67.05,3.45,4.739564943126044
15490,24271,1,50000,200.0,0,1.25,100,55.0,200.0,10000000.0,347.5,6.32,0.08,415.0,195.0,37965,33729000,58,58,1,0,0,0,0,0,0,0,1,75.93,76.81,4.3,4.885510216566913
15491,31452,1,194122,1000.0,0,1.25,100,55.0,2319.91,450345607.84,556.0,2.47,0.01,203.28,305.84,31086,14981269,64,64,1,0,0,0,0,0,0,0,1,16.01,16.87,6.71,6.701946884969461
15492,31453,1,179588,1000.0,0,1.25,100,55.0,2198.08,394749509.39,600.5,2.62,0.01,282.0,282.16,39785,11337804,65,65,1,0,0,0,0,0,0,0,1,22.15,22.21,5.24,5.539394738271989
15493,31454,1,194122,1000.0,0,1.25,100,55.0,2314.21,449239655.99,1452.5,5.61,0.04,290.2,1237.44,179553,50641825,72,72,1,0,0,0,0,0,0,0,1,92.49,89.31,5.09,6.300162087424672
15494,31455,1,286720,1000.0,0,1.25,100,55.0,1000.0,286720000.0,1265.5,5.73,0.03,409.34,744.18,152311,14577900,62,62,1,0,0,0,0,0,0,0,1,53.12,55.67,4.24,5.3603349442098445
15495,31456,1,184676,1000.0,0,1.25,100,55.0,2206.89,407559617.64,763.0,2.98,0.0,126.62,202.84,25684,9264919,73,73,1,0,0,0,0,0,0,0,1,13.91,14.44,5.51,6.137598244617152
15496,31457,1,187340,1000.0,0,1.25,100,55.0,2302.84,431413970.66,452.5,1.78,0.0,183.82,161.26,14821,8677801,72,72,1,0,0,0,0,0,0,0,1,7.91,8.43,8.06,7.1047432707618
15497,31458,1,190068,1000.0,0,1.25,100,55.0,2265.04,430511432.65,797.5,3.09,0.01,99.01,483.31,47853,25275663,72,72,1,0,0,0,0,0,0,0,1,25.18,25.39,6.99,7.061006803419885
15498,31459,1,187340,1000.0,0,1.25,100,55.0,2311.85,433102503.55,819.5,3.49,0.0,214.52,268.2,57534,5364000,71,71,1,0,0,0,0,0,0,0,1,30.71,30.98,4.25,4.793191418170749
15499,31460,1,192764,1000.0,0,1.25,100,55.0,2292.88,441984007.09,672.0,3.15,0.0,433.5,218.84,45447,4340650,66,66,1,0,0,0,0,0,0,0,1,23.58,24.27,4.24,4.654897551205242
15500,31461,1,183464,1000.0,0,1.25,100,55.0,2253.24,413388258.24,397.0,1.61,0.0,183.18,104.1,9535,5484338,71,71,1,0,0,0,0,0,0,0,1,5.2,5.16,7.06,6.418315793379647
15502,31875,1,191416,2319.0,0,1.25,100,55.0,2298.55,439978710.84,1238.0,4.76,0.03,132.55,1236.25,163865,54685518,73,73,1,0,0,0,0,0,0,0,1,85.61,85.88,5.03,6.107491336794443
15503,31876,1,182172,2319.0,0,1.25,100,55.0,2231.64,406542413.17,626.5,2.96,0.0,376.38,209.36,39399,4093750,65,65,1,0,0,0,0,0,0,0,1,21.63,22.08,4.81,4.816167111826943
15504,31877,1,194122,2319.0,0,1.25,100,55.0,2339.0,454050969.76,810.5,3.51,0.0,320.5,388.56,62267,13012660,64,64,1,0,0,0,0,0,0,0,1,32.08,32.45,4.86,5.37222242346147
15505,31878,1,183464,2319.0,0,1.25,100,55.0,2234.91,410026372.17,1003.0,3.9,0.01,316.72,746.59,118230,28343919,72,72,1,0,0,0,0,0,0,0,1,64.44,66.04,4.8,5.697053021709255
15507,31462,1,191425,1000.0,0,1.25,110,55.0,2207.84,422635657.14,2670.55,7.38,0.01,301.26,1262.84,78640,78458588,82,82,1,0,0,0,0,0,0,0,1,41.08,40.66,10.63,10.632660717008017
15508,31463,1,178178,1000.0,0,1.25,111,55.0,2272.05,404829538.71,3280.65,7.96,0.0,443.08,1595.38,85272,110737528,98,98,1,0,0,0,0,0,0,0,1,47.86,46.98,17.04,14.727141473851516
15509,31464,1,197470,1000.0,0,1.25,110,55.0,2315.19,457179621.44,1417.7,3.89,0.01,371.74,1169.37,65631,77046955,87,87,1,0,0,0,0,0,0,0,1,33.24,34.05,12.82,12.070147682094024
15510,31465,1,178178,1000.0,0,1.25,110,55.0,2345.28,417878155.09,464.35,1.29,0.0,57.14,258.49,7385,21520782,98,98,1,0,0,0,0,0,0,0,1,4.14,4.23,26.23,17.82948231618512
15511,31466,1,213590,1000.0,0,1.25,110,55.0,2405.08,513700204.2,2087.4,5.18,0.0,268.0,1109.33,56831,78679211,98,98,1,0,0,0,0,0,0,0,1,26.61,27.02,17.4,15.12057313855049
15512,31467,1,178178,1000.0,0,1.25,110,55.0,2162.1,385237994.54,4410.23,12.15,0.04,400.33,2958.54,146994,204954352,84,84,1,0,0,0,0,0,0,0,1,82.5,84.26,15.75,12.55648967075751
15513,31468,1,197470,1000.0,0,1.25,110,55.0,2328.12,459734034.12,1697.5,4.41,0.02,76.4,747.9,28570,57950358,98,98,1,0,0,0,0,0,0,0,1,14.47,14.34,16.57,16.28581437611466
15514,31469,1,178178,1000.0,0,1.25,110,55.0,2372.2,422674421.77,1911.2,4.74,0.02,71.54,997.58,35683,78375356,98,98,1,0,0,0,0,0,0,0,1,20.03,21.44,17.5,16.207438303578815
15515,31470,1,197470,1000.0,0,1.25,110,55.0,2375.58,469105545.64,2229.45,5.53,0.02,591.72,1656.51,97940,110622066,98,98,1,0,0,0,0,0,0,0,1,49.6,48.95,17.71,14.819734610356393
15516,31471,1,198768,1000.0,0,1.25,110,55.0,2375.58,472189046.92,1813.8,4.58,0.01,73.98,733.64,27137,57379853,97,97,0,0,1,0,0,0,0,0,1,13.65,13.92,18.74,16.121099726621843
15568,16865,1,40000,1200.0,0,1.25,100,55.0,800.0,32000000.0,610.36,7.54,0.05,60.0,500.86,30052,33729000,82,81,0,0,1,0,0,0,0,0,1,75.13,74.43,10.45,10.687795370546054
15660,32064,1,5000,56.0,0,1.25,100,50.0,56.0,280000.0,96.79,1.31,0.0,48.0,59.09,2836,33729000,76,74,0,0,1,0,0,0,0,0,1,56.72,62.55,13.79,11.43727293858202
15662,32065,1,15000,200.0,0,1.25,100,55.0,320.0,4800000.0,281.41,2.96,0.01,128.0,216.39,13630,8584000,95,95,0,1,0,0,0,0,0,0,1,90.87,85.93,11.68,9.615256795301072
15682,30211,1,200000,1000.0,0,1.25,100,55.0,1000.0,200000000.0,1042.35,12.12,0.06,99.0,400.0,39600,20000000,81,80,0,1,0,0,1,0,0,0,0,19.8,20.11,5.71,7.496606389381315
15749,32209,1,225000,1700.0,0,1.25,100,55.0,1700.0,382500000.0,705.1,5.07,0.06,230.0,420.0,96600,33729000,42,42,0,0,1,0,1,0,0,0,0,42.93,42.6,4.35,4.9961765264497
15750,32214,1,130000,1000.0,0,1.25,150,55.0,1000.01,130001157.0,534.51,2.97,0.02,123.0,300.0,36900,14700000,67,67,0,1,0,0,1,0,0,0,0,28.38,27.76,6.55,6.872860506044553
15752,32181,1,170000,1710.0,0,1.25,100,55.0,1705.5,289935000.0,5954.9,13.53,0.02,205.0,2035.5,123913,41256400,90,90,0,0,1,0,0,0,0,1,0,72.89,71.96,12.26,10.740630284619352
15754,32179,1,80000,900.0,0,1.25,120,55.0,1000.5,80040000.0,1283.75,5.84,0.02,40.0,800.0,32000,56000000,107,107,0,0,1,0,0,1,0,0,0,40.0,39.38,18.92,16.01044257369652
15756,32188,1,150000,900.0,0,1.25,120,55.0,899.95,134992080.0,2852.0,5.76,0.01,371.25,1580.9,104777,59290000,111,111,0,0,1,0,1,0,0,0,0,69.85,71.03,12.41,13.143346079051664
15757,32187,1,150000,900.0,0,1.25,120,55.0,900.0,135000000.0,3790.95,7.54,0.01,496.85,2929.8,182171,92250000,111,111,0,0,1,0,1,0,0,0,0,100.0,99.69,12.75,12.33039242262204
15758,32216,1,100000,800.0,0,1.25,100,55.0,800.0,80000000.0,1370.47,4.54,0.02,283.0,1010.0,99250,55890000,87,87,0,1,0,0,0,0,0,0,1,99.25,97.82,6.35,8.613162765494879
15762,32220,1,151000,1225.0,0,1.25,100,55.0,1225.0,184975000.0,1139.1,5.64,0.02,295.0,427.3,73020,14879700,61,61,0,0,1,0,0,0,0,0,1,48.36,49.12,7.16,6.428352358794203
15763,32221,1,150000,870.0,0,1.25,100,55.0,870.0,130500000.0,2254.7,8.67,0.03,63.0,830.0,52290,52456000,82,82,0,0,1,0,0,0,0,0,1,34.86,35.43,11.04,10.49187883841949
15766,32195,1,200000,1500.0,0,1.25,100,55.0,1499.91,299981760.0,2946.0,11.69,0.04,250.0,932.0,80826,54994000,94,94,0,0,1,0,0,0,0,0,1,40.41,40.81,9.18,10.192945363400788
15767,32198,1,155000,1400.0,0,1.25,100,55.0,1400.0,217000000.0,1729.0,16.31,0.04,399.0,1600.0,212800,40800000,69,69,0,0,1,0,0,0,0,0,1,100.0,99.07,7.51,7.377330551267616
15768,32228,1,140000,1200.0,0,1.25,100,55.0,1199.93,167990144.0,1259.7,8.93,0.04,343.0,1037.44,56655,35518150,68,68,0,1,0,0,0,0,0,0,1,40.47,41.27,12.29,9.409253516506427
15769,32236,1,125000,900.0,1,1.25,120,40.0,900.0,112500000.0,3402.4,6.56,0.01,236.11,1966.49,99402,123989032,107,107,0,0,1,0,0,0,0,0,1,79.52,80.21,19.15,15.453610965289307
15772,32208,1,75000,700.0,0,1.25,100,55.0,700.0,52500000.0,295.2,1.3,0.0,80.0,120.0,9600,33729000,64,64,0,0,1,0,1,0,0,0,0,12.8,12.78,6.13,7.549817560643833
15773,32257,1,200000,1000.0,0,1.25,150,55.0,1000.0,200000000.0,3864.3,9.31,0.01,271.0,2008.1,122206,139467400,123,123,0,0,1,0,1,0,0,0,0,61.1,60.59,18.45,15.428454650505719
15774,32199,1,150000,900.0,0,1.25,100,55.0,1200.0,180000000.0,3479.6,8.02,0.0,258.5,2254.78,139637,148023862,98,98,0,0,1,0,1,0,0,0,0,93.09,92.01,11.14,11.287138120738208
15775,32200,1,70000,600.0,0,1.25,115,55.0,600.0,42000000.0,2329.5,6.0,0.04,231.36,1543.59,88701,102603090,99,99,0,0,1,0,1,0,0,0,0,100.0,99.52,11.69,11.991593449585041
15778,32259,1,150000,1600.0,0,1.25,100,55.0,900.0,135000000.0,3722.2,17.39,0.14,263.0,1606.35,127420,92710200,85,85,0,0,1,0,0,0,0,0,1,84.95,83.76,10.58,10.321886700481755
15782,32273,1,40000,506.0,0,1.25,100,55.0,400.0,16000000.0,136.9,1.06,0.01,270.0,115.0,31050,40000,48,48,0,1,0,0,1,0,0,0,0,77.63,75.24,4.1,3.932840298661955
15786,32246,1,200000,2400.0,0,1.25,100,55.0,1600.0,320000000.0,1415.0,6.67,0.06,193.0,647.3,124929,19419000,56,56,0,0,1,0,0,0,0,0,1,62.46,61.0,4.4,4.985985951697799
15787,32250,1,150000,1000.0,0,1.25,101,55.0,1500.0,225000000.0,3743.3,37.81,0.43,209.0,2250.0,125050,190000,99,99,0,0,1,0,0,0,0,0,1,83.37,83.6,16.57,13.718401548484204
15789,32244,1,75000,1500.0,0,1.25,100,55.0,750.0,56250000.0,652.72,2.05,0.01,158.0,340.0,26860,19850000,84,84,0,0,1,0,0,0,0,0,1,35.81,35.52,7.43,8.164480394323892
15790,32230,1,150000,960.0,0,1.25,101,55.0,1200.0,180000000.0,3522.9,30.9,0.02,422.0,2014.0,175628,92152400,101,101,0,0,1,0,0,0,0,0,1,100.0,98.88,12.48,12.359022176938993
15791,32231,1,150000,960.0,0,1.25,100,55.0,1200.0,180000000.0,1445.4,19.8,-0.02,55.0,311.0,17105,12751000,73,73,0,0,1,0,0,0,0,0,1,11.4,11.82,18.0,14.79652940388014
15802,32197,1,130000,900.0,0,1.25,110,40.0,900.0,117000000.0,4045.2,8.81,0.02,487.9,2604.98,164050,180085100,104,104,0,0,1,0,0,1,0,0,0,100.0,99.74,11.5,12.10423807573504
15809,32260,1,75000,588.0,0,1.25,100,55.0,588.0,44100000.0,571.4,2.51,0.02,107.0,280.0,29960,14840000,62,62,0,0,1,0,0,0,0,0,1,39.95,39.98,6.5,6.810041021379816
15810,32299,1,180000,1000.0,0,1.25,100,55.0,1000.0,180000000.0,863.0,4.69,0.01,97.0,400.0,38800,54000,67,67,0,1,0,0,1,0,0,0,0,21.56,22.43,10.3,9.928164847724375
15811,32213,1,220000,2660.0,0,1.25,100,55.0,2660.0,585200000.0,293.04,8.62,0.24,170.0,300.0,51000,9000000,35,35,0,1,0,0,1,0,0,0,0,23.18,23.74,9.1,7.150909894532991
15813,32301,1,100000,600.0,0,1.25,100,55.0,675.0,67500000.0,1399.6,13.33,0.2,370.0,1491.0,96623,58780300,92,92,0,1,0,0,0,1,0,0,0,96.62,96.43,14.78,11.955272676292571
15814,32227,1,250000,2700.0,0,1.25,100,55.0,2700.0,675000000.0,656.0,10.09,0.08,100.0,300.0,30000,54000,65,65,0,1,0,0,1,0,0,0,0,12.0,12.32,100.0,35.86939365292673
15819,32309,1,250000,1024.0,0,1.25,85,55.0,1024.0,256000000.0,5185.4,15.25,0.09,40.0,5000.0,200000,134,86,86,1,0,0,0,0,0,0,0,1,80.0,81.84,18.99,15.479251547863887
15832,32335,1,50000,1701.0,1,1.0,90,70.0,2001.0,100050000.0,63.6,1.12,0.05,200.0,60.0,12000,2280000,37,37,0,0,1,0,0,0,0,0,1,24.0,26.45,5.0,4.432061576542654
15835,32305,1,150000,1650.0,0,1.25,110,55.0,1610.0,241500000.0,1704.5,9.63,0.01,217.5,800.44,42784,56526420,101,101,0,1,0,0,0,0,0,0,1,28.52,28.97,13.77,13.532840121758614
15836,32306,1,175000,1575.0,0,1.25,100,55.0,1500.02,262503587.5,2361.0,7.9,0.03,463.0,1391.97,103805,84859060,98,98,0,1,0,0,0,0,0,0,1,59.32,60.53,8.18,10.131791064203538
15841,32351,1,20000,3060.0,7,1.0,90,80.0,3060.0,61200000.0,27.0,0.51,0.0,150.0,35.0,5250,1400000,35,35,0,1,0,0,0,0,0,0,1,26.25,35.95,6.65,6.0130145235758965
15868,32398,1,150000,1600.0,0,1.25,100,55.0,1575.0,236250000.0,663.0,3.58,0.01,580.0,678.71,129855,25610980,54,54,0,1,0,0,0,0,0,0,1,86.57,84.04,5.3,5.470376195745974
15869,32399,1,175000,2025.0,0,1.25,100,55.0,2025.0,354375000.0,950.5,3.52,0.01,148.0,260.0,18680,16510000,82,82,0,1,0,0,0,0,0,0,1,10.67,10.43,10.57,9.426111170515219
15935,32190,1,100000,750.0,0,1.25,100,55.0,750.0,75000000.0,687.0,4.14,0.02,169.0,500.0,84500,33729000,46,46,0,0,1,0,1,0,0,0,0,84.5,84.01,5.41,5.605746521872951
15936,32498,1,100000,690.0,0,1.25,120,55.0,690.0,69000000.0,2873.3,6.33,0.01,459.8,1642.74,103899,13125000,106,106,0,0,1,0,0,1,0,0,0,100.0,99.11,11.64,12.092260623837943
15941,32248,1,110000,900.0,0,1.25,100,55.0,900.0,99000000.0,1096.2,7.16,0.13,69.0,450.0,31050,30600000,75,106,0,0,1,0,0,0,0,0,1,28.23,29.93,8.58,9.307845609698749
15942,32505,1,75000,1500.0,0,1.25,100,55.0,750.0,56250000.0,730.31,2.63,0.0,80.0,95.8,7664,5364800,84,84,0,0,1,0,0,0,0,0,1,10.22,12.32,7.35,8.496326089693186
15970,12085,1,240000,1600.0,1,1.25,100,55.0,1600.02,384005184.0,3143.0,35.31,0.15,576.0,1591.72,178984,33729000,87,87,0,0,1,0,0,0,0,0,1,74.58,73.94,7.75,8.507679606021345
15977,32186,1,220000,1700.0,0,1.25,105,40.0,1700.3,374066000.0,7804.3,16.89,0.04,205.1,5158.41,238996,403379418,103,103,0,0,1,0,1,0,0,0,0,100.0,98.38,16.26,14.284545538315172
