cycle_id,survival_rate_pred,avg_body_weight_pred,biomass_pred,revenue_pred
11080,19.4,4.962075397119652,185083.03,1635761477863.97
11081,15.28,7.560134873073033,153517.54,2694641451921.96
11149,60.8,4.906672945280841,214325.34,2154094255221.72
11168,94.36,9.493497686216855,576266.6,23305019456464.42
11225,33.76,6.750092919426351,244546.5,5924863720160.35
11304,49.54,4.415389213229009,331789.16,3338346983697.07
11317,93.35,8.398968704219612,201108.41,1545710.17
11338,84.65,6.766808385849187,340190.81,11042763803081.59
11339,74.92,5.637606477575287,232497.49,3885947406928.46
11340,97.48,8.385573049751537,222415.81,7264003821426.6
11341,90.19,7.87715240850338,204576.42,5742282183103.03
11342,54.4,11.76648105373385,592319.52,30650364855804.0
11345,29.95,9.027627191372584,493078.39,28133823003737.68
11346,60.11,4.89053130285879,345102.6,5291731136088.14
11347,76.56,3.510406869522948,27415.61,667207195.88
11352,29.17,7.014274943998359,190756.72,3449100960083.02
11422,86.63,5.992141258209741,120627.49,950436998518.71
11424,59.16,4.017370777159863,232076.24,79579412.83
11509,22.24,5.880022013692738,129480.82,1367921693826.6
11544,33.38,5.537284293383631,218658.73,4128720244731.05
11609,71.03,14.088080278765345,1309579.27,140832946658724.6
11618,39.9,4.531136809046424,192382.26,1631624125186.78
11632,91.95,9.750063624053672,919167.19,75333140316019.45
11638,66.12,6.197553865194509,380409.75,10879089417765.21
11639,27.27,8.163298405598386,225022.79,4409952116643.57
11675,66.54,8.78742423187021,812327.5,33183584166116.73
11680,93.87,6.794659104256884,297874.69,5726598296494.21
11741,17.41,7.540005961101735,129606.74,1537219738758.98
11773,26.56,6.355369300472972,88004.34,1007227116576.75
11774,99.74,11.709042716610728,1017275.24,70979529697050.98
11775,94.2,9.926967634015744,145951.35,2082799998643.69
11777,42.2,4.815402355217708,192177.7,1471696159186.28
11789,92.04,14.73239011686298,949250.18,103993773402918.98
11797,54.6,6.165386395282563,323079.1,6970624423875.86
11808,98.79,10.165929839191314,1545806.55,235858321380010.44
11922,97.97,11.79568772236765,1654796.15,872752.42
11926,95.48,10.716868070641665,2880049.03,689789.57
11927,98.55,12.493780247459512,4148298.04,689789.57
11928,89.86,9.986582602962336,2862933.57,689789.57
11931,81.74,10.601896371992456,1604405.97,872752.42
12021,88.92,12.369748559143094,797516.87,64626904767428.16
12025,59.75,10.398649536924356,1210482.93,140229935508764.77
12046,41.93,4.745582529039158,213073.54,2324726795043.3
12065,96.75,16.539014010499887,6574755.61,208650178699.15
12067,95.67,16.470568896939124,6505077.72,210147316431.72
12072,95.68,16.585879565339347,4674337.07,210889649579.48
12163,98.54,10.386549306581214,319174.33,11592528857680.98
12323,46.59,4.416316010246777,84576.19,383969085280.96
12324,48.29,3.3546399702699548,157365.05,752571757685.05
12325,64.56,4.240875632367863,254735.92,2541338036073.37
12332,92.4,4.816990884992484,573072.68,12131502566437.89
12336,90.73,5.031912446379583,454580.69,9880804519380.07
12341,99.16,7.610641653986991,578734.03,13928558121480.51
12347,74.14,8.35047779424279,443795.67,15020635606701.3
12348,47.87,7.03081366683841,247935.09,8400519765389.19
12349,58.98,6.2513755330768905,245584.57,4851503843448.07
12350,65.88,6.408098504907401,281374.61,9449733029615.06
12351,42.85,6.8873958444279,1557617.02,146203539463023.16
12354,48.21,6.098917548838469,229391.38,5940749420535.92
12357,49.17,6.037515915907132,217514.65,5018642395687.58
12359,45.7,6.367744176364571,217387.69,4418421419022.26
12361,54.02,6.070858658377081,232727.73,5259920506129.6
12362,85.58,7.799056232534523,436906.28,12170557867462.2
12436,97.9,4.355915264963569,186307.49,297811528286.21
12439,57.79,4.0392257857730245,110985.13,1406893773.76
12453,37.04,9.17889294262111,566793.29,195518986.46
12481,85.16,6.230565671825449,438855.45,203177253.01
12482,52.98,6.664491535936083,522123.15,17862201416492.26
12484,38.66,4.864031365056506,269685.09,9212631333744.34
12491,41.74,5.301097628999533,306858.23,10474669008301.44
12504,46.78,5.145824355951772,260196.52,8824225017538.87
12505,54.31,5.453791723373223,325053.05,11347457608191.31
12506,49.95,5.339436676458064,286729.15,9709757190252.88
12558,74.95,5.431498237682227,608508.36,296150306509.11
12572,98.37,7.462932180705715,817646.3,13329849737.3
12576,38.38,3.1022377772383853,209771.76,4199039189.66
12592,94.37,3.2068445974812665,64912.41,617966301.28
12595,97.04,4.129462538280862,655885.73,2128516134554.92
12596,40.62,8.683494979526612,131949.9,45894956.69
12597,97.32,3.7587948756591785,99526.7,1444642446.03
12639,41.77,6.793556411876025,202972.34,3804610565948.04
12705,87.1,14.515992856694533,1410999.92,139836321332277.58
12717,17.49,3.9976673051406846,101926.7,448968848693.13
12850,92.61,8.994194446857312,2919491.2,689789.57
12851,92.53,8.342336495294486,3914119.5,814227.64
12852,75.05,7.311487301164051,2542461.15,1115171628.98
12853,98.34,8.949219248156526,621171.12,3077339799.12
12854,80.65,7.473238940749244,2752538.9,689789.57
12855,73.55,7.329090770177982,2729883.04,689789.57
12856,99.52,5.72317526619322,2192881.2,204814059693573.75
12857,48.06,7.6810204588711954,279915.69,1110465.04
12859,91.11,8.393421998107376,5230785.36,20530102.51
12860,94.01,8.162184186511107,5011881.36,20530102.51
12862,79.27,7.000381001837709,1685358.5,872752.42
12864,87.65,8.21052464883745,4156603.28,687388.74
12865,87.91,7.431457365628171,3297038.66,689789.57
12866,87.81,6.765377606551943,1359526.8,872752.42
12867,91.18,7.076784376147037,2294528.49,689789.57
12868,12.73,6.494701089123294,79596.44,1033096.32
12869,87.43,6.22271111274361,400299.22,1037575.41
12937,27.35,5.467604273631627,75067.01,300137694167.37
12978,53.66,8.204887740863226,205101.14,2715977328875.38
13024,87.68,13.505577591854168,694006.53,44230449188887.94
13112,71.83,8.483518383579204,759282.85,39672598137640.81
13114,97.9,10.229827258207628,2113471.17,71273900655050.48
13117,20.73,7.480557389688174,347006.57,6760189081349.6
13166,95.2,7.066985472370771,682818.33,28870677165361.08
13198,27.56,12.122547584578298,692982.15,24266086663195.96
13308,76.03,7.640628959373226,2580241.68,777504559860315.2
13414,46.43,16.245985981594686,949103.59,105906244385867.38
13419,85.1,14.47940437118822,1345724.6,189525772121970.97
13451,27.4,11.833920901411831,600239.19,34832127692536.7
13452,43.43,11.587737880020308,659612.14,51085766930653.18
13667,62.82,7.370624662349034,420080.02,14300175165654.08
13710,32.55,7.698259823442093,395143.52,11255887707324.49
13774,66.3,8.10643738772393,1706272.81,57535614096228.38
13777,89.91,14.491970054070023,3271237.65,110689390948269.62
13791,74.37,9.605063644114592,1428233.22,109428801934524.28
13888,49.8,12.816235383051051,874427.57,75224054676597.23
13892,67.31,8.383624346582074,2566015.42,87344206687058.1
13913,59.97,10.497190820477252,645321.35,51322948818461.37
14045,99.03,12.069878470441523,1966776.51,388802850857144.4
14046,98.85,12.752933563163849,2075853.7,446658334801600.25
14047,98.22,10.747106032640524,1487479.22,220711298406456.4
14114,98.91,6.404692418256693,600252.21,20618609996664.3
14154,80.09,11.64634391176633,5964464.97,3130305656857723.0
14155,77.51,11.270229634570224,3497262.88,1158917995180086.2
14220,97.86,10.983090457859708,4017148.56,136798546381760.52
14223,98.62,11.083335075558969,3815267.06,130476821490969.94
14289,60.89,11.026400998771324,3635526.26,1538749906874212.8
14324,93.01,15.75190102266026,1916468.73,506051132683385.44
14325,93.77,15.702850666712596,1931242.84,509043733830899.8
14326,96.38,15.58536327713322,1952229.0,527806771139751.7
14327,97.47,15.472478794293073,1949322.26,509934259245595.4
14328,98.4,15.077339955264463,1937765.07,499913521224244.0
14329,99.17,14.444960400165428,1993985.66,507667152829238.4
14344,63.02,3.9039816006489527,8388.63,8576506623.8
14345,59.41,3.9294716338102367,8221.16,5706501955.35
14346,68.61,3.69639863964496,29676.9,72910773744.63
14368,87.27,14.237845442195985,2447759.42,131949202512024.88
14506,94.48,10.378584925115732,280037.76,9015105243484.97
14522,65.98,5.1034359163929786,745155.95,26117632050399.3
14576,48.9,8.174998199045973,1646453.5,216677339109240.25
14577,51.31,6.060591960002325,1265869.05,67282139552874.13
14578,33.23,5.803232401168203,843113.02,34596490584222.73
14579,65.88,6.072821164362061,1228564.88,80263392980167.64
14580,24.9,7.731302168203739,244594.35,5203519118722.6
14604,86.74,11.854314735922548,3159975.42,106218719112703.31
14614,99.76,9.936522587865491,634566.7,52584873270872.66
14630,55.4,9.173793450394346,413520.34,17358167554660.02
14691,63.99,9.503932560693547,2771909.17,484957951711574.9
14692,78.91,6.684714171905935,1634902.98,155243086611339.72
14693,57.79,5.135430686403236,58491.9,2132134058108.55
14824,88.45,10.344332333902488,2736324.86,1300692712041603.8
14877,62.68,8.79266667062023,847649.49,29116820273568.45
14878,36.14,7.531240779632694,396006.17,13641035387668.91
14972,67.29,6.702687472421367,566742.42,19451434495606.82
15005,95.57,9.844976994946489,1114306.17,121877714810983.9
15006,52.37,9.483459632422289,746636.94,58906831161697.41
15015,70.95,7.53583698816641,1480139.2,187357708299231.84
15016,77.26,8.167959150990441,1571410.26,218374520606046.3
15017,77.52,7.644120796373886,1445028.33,170851743151178.8
15060,12.45,11.370610309823617,8644.15,1893302423.75
15067,21.31,7.074998524555316,127759.31,1923088736026.2
15106,98.8,5.156932328344312,255943.03,3502260194979.26
15107,96.47,5.242286571290624,248151.14,3145082280810.05
15108,44.31,4.686693983579976,92399.92,387495602015.88
15213,10.49,10.774278962551175,3095.21,657483838.28
15214,10.62,10.223722936056454,2552.88,2233399045.84
15215,9.58,10.24839882441102,2552.31,696287435.41
15216,9.78,10.71419971735193,2678.54,2222477150.18
15217,8.06,9.477493869276154,2917.26,1598239839.38
15219,8.0,10.434490974627366,2928.19,615307705.14
15221,8.06,11.40089147586574,4358.96,18179694204.9
15288,97.41,10.41531871988463,504886.63,17613124991365.1
15289,88.65,7.854352211195375,424343.11,14403190190084.19
15301,93.67,12.549414809390957,528211.26,18188354150804.05
15303,53.97,8.135091315659743,969040.22,32972446556408.1
15304,68.22,8.038115108936314,1802720.12,60906078835995.29
15305,76.34,9.653272632350022,4964317.03,166942617263712.72
15307,58.46,8.100173148773173,1835001.18,61839673534980.84
15309,68.02,8.889978486147527,3826912.31,129069998101801.31
15312,88.93,13.70094890199311,2206263.2,447719255633624.56
15316,74.96,8.004022216078681,1841721.61,62053401644475.45
15399,54.03,13.82877535400787,1342281.49,425756695216.91
15402,86.62,13.31079432520194,1977551.2,316550602149158.9
15404,99.2,12.86515762839743,2424567.84,451640558379.45
15405,99.24,12.422665957450562,1082417.54,122300265126820.58
15413,67.58,12.048196597972188,5478179.74,184152572043077.1
15432,11.46,12.287351035083075,391519.61,15172819307187.54
15433,16.3,9.80144131605326,499612.41,26986991560078.08
15434,20.77,9.912645895319304,608149.78,45218181575617.21
15435,53.05,10.288876168311964,1453699.82,233665647155614.44
15462,57.53,9.02737524760025,556872.01,26747465269416.22
15488,67.05,4.739564943126044,337762.31,11472949176529.38
15490,76.81,4.885510216566913,185253.55,6073884321715.47
15491,16.87,6.701946884969461,223827.83,3422017195566.41
15492,22.21,5.539394738271989,224409.73,2585513016732.59
15493,89.31,6.300162087424672,1039109.4,52079665096649.4
15494,55.67,5.3603349442098445,807182.11,12813780283480.87
15495,14.44,6.137598244617152,159569.66,1484028344484.68
15496,8.43,7.1047432707618,112485.9,984151278511.87
15497,25.39,7.061006803419885,328489.58,8182090040925.72
15498,30.98,4.793191418170749,264542.95,1425503696329.14
15499,24.27,4.654897551205242,197543.41,945218051990.6
15500,5.16,6.418315793379647,72935.07,411642928581.83
15502,85.88,6.107491336794443,978936.29,52545478984449.66
15503,22.08,4.816167111826943,189437.82,770072548295.17
15504,32.45,5.37222242346147,327384.89,4115848202113.9
15505,66.04,5.697053021709255,671812.15,18405632614376.43
15507,40.66,10.632660717008015,834485.67,64920830150449.56
15508,46.98,14.727141473851516,1248205.05,139159045306944.64
15509,34.05,12.070147682094024,802512.93,62393206817595.07
15510,4.23,17.82948231618512,170188.62,3566204030972.26
15511,27.02,15.12057313855049,788785.44,62503792507455.86
15512,84.26,12.55648967075751,1885834.89,395655066670400.6
15513,14.34,16.28581437611466,442262.07,25831540484324.4
15514,21.44,16.207438303578815,619281.95,49563281228810.44
15515,48.95,14.819734610356392,1368493.76,149364546426137.47
15516,13.92,16.121099726621843,433659.47,24794733841176.3
15568,74.43,10.687795370546054,307120.15,10503631620455.03
15660,62.55,11.43727293858202,31515.41,1844182651498.84
15662,85.93,9.615256795301072,125565.1,1206794939502.6
15682,20.11,7.496606389381315,276158.32,5676067677828.56
15749,42.6,4.9961765264497,466978.21,15904283892057.84
15750,27.76,6.872860506044553,235415.57,3460453334425.09
15752,71.96,10.740630284619352,1390300.81,56388267790090.76
15754,39.38,16.01044257369652,523573.28,29035496605146.99
15756,71.03,13.143346079051664,1332677.28,83150913057146.81
15757,99.69,12.33039242262204,1920245.61,179105755397322.16
15758,97.82,8.613162765494879,784303.76,43597386467903.1
15762,49.12,6.428352358794203,465652.95,7251725081479.87
15763,35.43,10.49187883841949,546951.0,29355202645115.56
15766,40.81,10.192945363400788,785405.13,43321065391833.69
15767,99.07,7.377330551267616,1238434.64,48224686796998.32
15768,41.27,9.409253516506428,573877.71,20494410574147.96
15769,80.21,15.453610965289307,1450484.73,177317140442247.56
15772,12.78,7.549817560643833,77731.98,2589555131645.13
15773,60.59,15.42845465050572,1693423.52,238454396517815.12
15774,92.01,11.287138120738208,1512460.36,224037029534790.9
15775,99.52,11.99159344958504,957028.45,98549827521109.64
15778,83.76,10.321886700481755,1252537.15,116619633047728.66
15782,75.24,3.932840298661955,111981.56,6217534827.95
15786,61.0,4.985985951697799,605129.08,13155954963213.84
15787,83.6,13.718401548484204,1635910.8,216105301582.56
15789,35.52,8.164480394323892,225028.17,4409041817636.6
15790,98.88,12.359022176938993,1650801.34,154130541336234.66
15791,11.82,14.79652940388014,242855.78,3171042665307.7
15802,99.74,12.10423807573504,1662461.27,289273817003379.5
15809,39.98,6.810041021379816,213245.28,3127553358219.04
15810,22.43,9.928164847724377,322671.03,21706988356.57
15811,23.74,7.150909894532991,343943.66,3359378843963.57
15813,96.43,11.955272676292571,1173567.31,71703728340176.81
15814,12.32,35.86939365292673,795368.52,359378766184.52
15819,81.84,15.479251547863887,3180002.69,167519056628.44
15832,26.45,4.432061576542654,55997.0,126452286179.86
15835,28.97,13.532840121758614,575301.8,32227847698383.66
15836,60.53,10.131791064203538,1021074.33,88754964659359.33
15841,35.95,6.0130145235758965,40220.97,58809355546.21
15868,84.04,5.470376195745974,654186.03,17238479698230.4
15869,10.43,9.42611117051522,187370.23,3152671725691.98
15935,84.01,5.605746521872951,458765.67,15440556681580.8
15936,99.11,12.092260623837944,1220559.37,14386979668661.27
15941,29.93,9.307845609698749,286108.31,8563895510520.9
15942,12.32,8.496326089693186,79377.8,417092110685.99
15970,73.94,8.507679606021345,1396778.33,47886436463780.04
15977,98.38,14.284545538315172,3046479.69,1232646525595583.8
15982,28.49,12.158655532694574,672490.06,63276612456224.68
15983,24.48,11.785965043500248,555122.49,34321531455230.68
16006,51.06,14.369022614649426,1129823.25,93383737353373.94
16008,51.61,8.202348420271221,929567.23,32302258309418.67
16038,67.42,11.261107298383026,1684238.03,57367723104867.33
16039,74.56,10.919922890068015,1962871.94,65819348288658.61
16040,12.24,11.358823333228978,315126.46,10666016794973.28
16041,73.57,11.65842540358836,2049606.42,69534624071889.02
16042,51.97,11.551429412564564,1499556.8,51249697397718.92
16044,77.72,11.666728695209004,2082088.0,69973578372226.09
16045,59.85,10.713358837190365,1506780.72,51131136636403.38
16046,71.58,8.8450165559797,1289203.51,136906731787824.8
16047,25.17,6.917360096673192,327718.86,7526566241153.75
16048,37.76,8.421893505971012,636758.11,33984601507707.58
16049,32.4,8.893253340966602,558378.92,30929363225465.35
16050,44.24,8.95390115826854,801733.39,66923059668915.05
16051,44.16,8.767223798767597,279548.43,8730886457159.84
16052,14.08,7.48492008396116,230721.9,3830092460490.7
16053,48.2,4.809904292858409,441306.21,3806606439075.95
16054,26.54,6.657956994546848,312708.79,5665332186034.57
16055,29.33,7.773524121030327,420904.78,13531954463475.14
16056,23.85,7.523811548236766,282918.96,7248526704261.0
16057,31.68,9.967499045475083,366489.8,12334075713675.98
16058,24.64,9.74065532543151,279878.27,9484493562439.06
16064,10.23,3.4880253874230336,31279.37,4498814.81
16065,99.66,9.338515724764855,1533025.24,213440682702846.7
16067,98.97,9.236484763682457,415883.66,14617561145002.08
16083,6.06,4.050596370400756,11853.42,2963464631.95
16086,99.82,9.358783895342984,358788.32,15469848261056.22
16089,69.22,4.163089423513139,56913.09,130449131267.97
16107,71.98,13.245770361150576,2230400.38,495949559040398.3
16108,53.7,10.34057255811912,1377991.31,148516878003751.72
16130,11.41,3.8622953619348177,7007.68,1291234301.23
16135,32.48,4.067517149353688,12484.84,8492475656.51
16136,38.68,4.099720014116061,29877.28,30394246883.75
16137,7.87,4.331132394277691,9048.07,1778103851.42
16138,47.17,4.0113447715309904,23898.93,2116389733.89
16142,51.73,6.410741175814931,468866.85,8448801455741.95
16154,47.26,3.386558446003745,266109.14,1431348781847.96
16155,23.1,5.319395281709604,224991.99,3236773605960.6
16156,23.19,5.465136662489641,239705.67,4560851933752.26
16157,29.79,5.208653253903469,266953.84,4695600497940.13
16158,3.73,5.782473736921978,37636.48,29425871968.95
16159,10.36,4.881919382152074,81790.32,289835615355.53
16160,31.23,5.287206624135703,276843.65,5123404851452.29
16161,13.78,5.209691608970086,133299.45,1380709932567.33
16162,40.67,5.824154905824028,381595.9,9705108632381.04
16163,25.1,5.122247472922992,234357.42,3966181398890.41
16164,97.78,6.684967180094876,1107007.32,89556893142617.36
16165,34.98,5.487314949636137,315504.27,7618360665428.6
16166,16.35,5.561378063655181,159860.47,1862045559443.92
16167,15.07,5.582853230203695,118160.23,863505484166.56
16170,1.07,4.390558149161209,10524.9,1329494151.88
16251,90.74,3.0675431785040743,9044.37,4163417450.82
16252,94.21,3.0823122380208385,11625.46,13700018174.55
16253,91.45,3.3557429365128084,31351.52,81682646895.17
16267,42.75,6.595249344764858,348561.15,8948335804577.79
16271,10.81,9.393856721832655,210453.13,4173264842209.9
16272,11.57,8.351952095276934,94572.58,952290833778.93
16278,70.18,14.101620570063304,5763246.98,4200499339649045.0
16293,98.97,11.782046472524437,1235936.49,130436279713280.81
16294,47.43,12.729373159672145,651797.4,42499446576057.62
16298,57.2,5.291115411723784,209252.32,2223742811533.19
16323,52.13,10.95670232739755,1319620.18,143070576100638.12
16325,98.49,5.127414485867447,444665.17,9044101173170.82
16327,75.12,7.711287849320874,1225302.53,41630973692093.33
16328,76.76,7.392488953536002,1215795.5,41048622334251.67
16329,73.83,7.561635328552599,1236914.12,42439268320558.96
16330,87.74,7.627344552145196,2637924.89,89472382449661.2
16331,77.98,6.97221262098984,1410695.92,47921482432560.53
