cycle_id,size,weight,total_harvested,selling_price,harvested_at
15510,57.14,258.49,7385.06,21520782.57,2022-07-26
15511,268.0,1109.33,56830.88,78679211.0,2022-07-25
15512,400.33,2958.54,146994.03,204954352.62,2022-07-12
15513,76.4,747.9,28569.78,57950358.0,2022-07-25
15514,71.54,997.58,35683.44,78375356.75,2022-07-26
15515,591.72,1656.51,97940.39,110622066.0,2022-07-25
15516,73.98,733.64,27137.34,57379853.15,2022-07-25
15568,60.0,500.86,30051.6,,2022-07-06
15640,2500.0,100.0,250000.0,,2023-06-15
15641,10000.0,100.0,1000000.0,,2022-06-15
15660,48.0,59.09,2836.32,,2022-06-08
15662,128.0,216.39,13630.42,8584000.0,2022-06-29
15682,99.0,400.0,39600.0,20000000.0,2022-07-15
15749,230.0,420.0,96600.0,,2022-06-06
15750,123.0,300.0,36900.0,14700000.0,2022-06-26
15752,205.0,2035.5,123912.5,41256400.0,2022-06-05
15754,40.0,800.0,32000.0,56000000.0,2022-06-11
15756,371.25,1580.9,104776.82,59290000.0,2022-07-18
15757,496.85,2929.8,182171.38,92250000.0,2022-07-18
15758,283.0,1010.0,99250.0,55890000.0,2022-07-25
15762,295.0,427.3,73020.0,14879700.0,2022-06-13
15763,63.0,830.0,52290.0,52456000.0,2022-07-04
15766,250.0,932.0,80826.0,54994000.0,2022-07-05
15767,399.0,1600.0,212800.0,40800000.0,2022-05-14
15768,343.0,1037.44,56655.47,35518150.0,2022-05-29
15769,236.11,1966.49,99401.88,123989032.0,2022-06-25
15772,80.0,120.0,9600.0,,2022-06-28
15773,271.0,2008.1,122205.8,139467400.0,2022-07-17
15774,258.5,2254.78,139637.41,148023862.0,2022-08-04
15775,231.36,1543.59,88701.38,102603090.0,2022-08-01
15778,263.0,1606.35,127419.5,92710200.0,2022-07-01
15782,270.0,115.0,31050.0,40000.0,2022-06-21
15783,280.0,268.0,37240.0,5280000.0,2022-06-03
15784,110.0,35.0,3850.0,49000.0,2022-06-03
15786,193.0,647.3,124928.9,19419000.0,2022-06-22
15787,209.0,2250.0,125050.0,190000.0,2022-05-13
15789,158.0,340.0,26860.0,19850000.0,2022-07-22
15790,422.0,2014.0,175628.0,92152400.0,2022-06-12
15791,55.0,311.0,17105.0,12751000.0,2022-05-14
15802,487.9,2604.98,164049.5,180085100.0,2022-08-27
15803,510.0,1140.0,181200.0,56320000.0,2022-05-16
15803,510.0,1140.0,181200.0,56320000.0,2022-07-16
15804,585.0,454.0,82402.0,23134000.0,2022-04-25
15804,585.0,454.0,82402.0,23134000.0,2022-07-27
15805,706.0,915.0,142360.0,45710000.0,2022-05-07
15805,706.0,915.0,142360.0,45710000.0,2022-07-21
15809,107.0,280.0,29960.0,14840000.0,2022-07-06
15810,97.0,400.0,38800.0,54000.0,2022-06-26
15811,170.0,300.0,51000.0,9000000.0,2022-05-11
15813,370.0,1491.0,96623.0,58780300.0,2022-06-24
15814,100.0,300.0,30000.0,54000.0,2022-05-09
15819,40.0,5000.0,200000.0,134.0,2022-07-01
15832,200.0,60.0,12000.0,2280000.0,2022-06-09
15835,217.5,800.44,42783.81,56526420.0,2022-07-09
15836,463.0,1391.97,103804.7,84859060.0,2022-07-22
15841,150.0,35.0,5250.0,1400000.0,2022-06-09
15853,98.0,800.0,78400.0,68000000.0,2022-09-03
15868,580.0,678.71,129854.9,25610980.0,2022-06-21
15869,148.0,260.0,18680.0,16510000.0,2022-07-19
15935,169.0,500.0,84500.0,,2022-06-09
15936,459.8,1642.74,103899.24,13125000.0,2022-08-08
15941,69.0,450.0,31050.0,30600000.0,2022-08-25
15942,80.0,95.8,7664.0,5364800.0,2022-07-22
15970,576.0,1591.72,178984.12,,2022-08-05
15977,205.1,5158.41,238996.11,403379418.2,2022-08-23
15982,108.0,1151.0,51913.0,89774000.0,2022-08-13
15983,118.0,856.0,44168.0,63226400.0,2022-08-13
16006,160.0,1500.0,75800.0,82700000.0,2022-09-05
16008,270.0,1191.69,120507.3,,2022-08-05
16038,542.0,2143.3,165220.92,,2022-08-15
16039,1013.5,2795.8,180198.55,,2022-08-18
16040,359.0,500.19,29288.7,,2022-08-14
16041,1007.0,3202.82,175263.22,,2022-08-16
16042,826.0,2268.23,119876.42,,2022-08-16
16044,680.5,2850.46,190719.62,,2022-08-18
16045,712.0,2036.89,142380.58,,2022-08-10
16046,452.09,1789.88,137618.56,106726280.35,2022-08-12
16047,212.18,456.97,48479.95,22330878.41,2022-07-29
16048,338.1,913.53,72998.32,52490535.75,2022-08-03
16049,284.28,891.49,61938.33,54695004.38,2022-08-05
16050,421.16,1343.57,86763.62,82419653.56,2022-08-12
16051,233.43,492.74,27618.34,31969158.72,2022-08-12
16052,172.22,322.35,27757.56,16584709.92,2022-08-05
16053,414.06,429.77,88975.28,8383850.0,2022-07-16
16054,235.48,401.77,47304.4,18348841.88,2022-07-24
16055,176.66,619.01,54677.15,33088327.44,2022-08-05
16056,154.34,445.81,34403.16,25658757.35,2022-08-05
16057,521.0,555.3,34003.38,,2022-08-18
16058,442.0,425.44,26962.54,,2022-08-18
16059,49.0,4500.0,220500.0,585000000.0,2022-07-31
16064,500.0,20.0,10000.0,20.0,2022-06-12
16065,681.0,2339.5,207885.5,140566350.0,2022-09-16
16067,408.0,568.0,50016.0,35068100.0,2022-09-16
16083,285.0,5.0,1425.0,240000.0,2022-07-01
16086,386.0,1685.0,115817.39,,2022-08-20
16089,265.0,52.5,13912.5,2467500.0,2022-07-03
16090,450.0,0.5,225.0,38000.0,2022-07-01
16091,185.0,1182.0,70818.0,58005600.0,2022-08-22
16092,2440.0,118.0,34310.0,5400000.0,2022-07-02
16107,183.0,3199.73,176440.16,226616154.0,2022-08-29
16108,262.58,2128.19,133517.58,106823704.39,2022-08-29
16130,298.0,2.0,596.0,76000.0,2022-06-24
16135,236.0,15.0,3540.0,630000.0,2022-06-23
16136,236.0,25.0,5900.0,1050000.0,2022-06-23
16137,243.0,2.0,486.0,72000.0,2022-06-23
16138,210.0,27.0,5670.0,38000.0,2022-06-23
16142,307.0,441.0,75087.0,18816000.0,2022-07-27
16154,304.0,262.46,79787.84,5249200.0,2022-06-30
16155,349.8,318.51,37138.27,14041848.0,2022-07-22
16156,314.31,381.19,39937.28,18633566.75,2022-07-24
16157,249.78,386.18,48230.02,17643096.76,2022-07-23
16158,200.0,34.44,6888.0,688800.0,2022-07-23
16159,167.6,98.66,16535.42,3425475.2,2022-07-23
16160,363.99,403.75,48986.99,18094072.22,2022-07-22
16161,211.12,207.04,21855.14,10128033.48,2022-07-23
16162,334.44,577.37,64365.21,24293789.6,2022-07-14
16163,333.69,361.24,40180.73,16281210.04,2022-07-23
16164,218.1,1640.49,178895.43,80633125.05,2022-07-24
16165,331.56,510.32,56400.57,23241375.68,2022-07-22
16166,212.76,240.12,25543.97,11498039.3,2022-07-22
16167,130.71,158.88,20767.2,7115758.56,2022-07-24
16170,275.0,1.0,275.0,38000.0,2022-06-25
16215,252.43,23766.7,1018308.3,,2022-09-09
16250,47.0,4100.0,192700.0,514550000.0,2022-07-30
16251,342.0,17.1,2920.0,390000.0,2022-07-16
16252,1045.0,19.4,4034.0,1164000.0,2022-07-22
16253,1650.0,60.7,9874.5,2106000.0,2022-07-29
16267,110.0,500.0,55000.0,25500000.0,2022-07-28
16271,65.0,300.0,19500.0,20400000.0,2022-07-31
16272,65.0,150.0,9750.0,10200000.0,2022-07-31
16278,165.0,7800.0,413000.0,865327000.0,2022-08-04
16293,286.0,1915.8,116994.2,103580900.0,2022-09-03
16294,264.0,963.6,51387.4,65890500.0,2022-09-03
16298,160.0,250.0,40000.0,10250000.0,2022-07-25
16323,291.0,1709.0,127781.0,108886400.0,2022-09-13
16325,424.0,455.0,96460.0,20803000.0,2022-07-25
16327,167.52,1951.08,155048.37,,2022-07-30
16328,225.29,2324.12,158954.07,,2022-08-12
16329,223.92,2261.95,150945.38,,2022-08-12
16330,238.93,4797.94,336572.35,,2022-08-12
16331,244.25,2791.52,196593.27,,2022-08-13
16332,225.14,3177.96,207803.52,,2022-08-13
16333,243.27,2827.25,202594.95,,2022-08-12
16334,231.63,3079.32,213231.16,,2022-08-12
16335,124.07,3215.0,193185.38,,2022-07-30
16336,193.69,2735.5,159382.49,,2022-08-13
16337,105.74,4574.87,226493.69,,2022-07-30
16338,115.07,4236.16,234264.67,,2022-07-30
16339,203.05,2793.52,168785.36,,2022-08-13
16340,208.68,2581.05,159262.03,,2022-08-13
16341,140.29,4458.12,287086.45,,2022-08-03
16342,164.59,1976.27,162421.08,,2022-08-03
16343,169.04,2294.08,187093.08,,2022-08-03
16344,149.31,1991.2,142123.35,,2022-08-03
16345,134.69,2734.43,170125.01,,2022-08-03
16347,225.75,4450.08,317939.79,,2022-08-03
16348,252.0,3370.18,278467.36,,2022-08-03
16349,87.96,719.83,63316.25,,2022-08-03
16350,142.43,3624.95,239815.27,,2022-08-03
16351,240.15,2073.68,162441.58,,2022-08-03
16352,198.22,2020.23,185190.6,,2022-08-03
16354,198.72,2602.17,241577.56,,2022-08-03
16356,161.52,1909.84,149892.64,,2022-08-03
16358,268.63,2729.82,233876.49,,2022-08-03
16360,285.11,2280.01,200376.7,,2022-08-03
16361,190.04,3104.82,280889.58,,2022-08-03
16363,211.39,3160.92,303293.19,,2022-08-03
16365,244.51,4705.37,359223.52,,2022-08-03
16372,335.0,330.58,32706.03,18588194.0,2022-08-13
16374,326.0,360.8,33871.3,20688140.0,2022-08-13
16384,150.0,395.0,59250.0,50000.0,2022-08-10
16394,669.0,5542.87,434246.79,341758777.95,2022-08-11
16398,200.0,105.5,21100.0,5064000.0,2022-07-21
16415,72.0,100.0,7200.0,6600000.0,2022-08-23
16424,74.0,200.0,14800.0,13000000.0,2022-07-28
16428,72.0,281.6,20275.2,18191.36,2022-08-13
16429,67.0,228.0,15276.0,15048000.0,2022-08-13
16465,300.0,17.0,5100.0,38000.0,2022-06-23
16469,223.0,250.0,26800.0,14250000.0,2022-08-31
16483,120.0,250.0,30000.0,12750000.0,2022-07-26
16485,558.0,1817.02,134138.6,,2022-08-24
16486,461.0,2852.03,244508.19,,2022-08-15
16487,216.0,1113.59,51174.96,,2022-08-30
16488,516.0,2096.19,176694.9,,2022-08-16
16489,582.0,1458.18,83498.48,,2022-08-22
16497,582.0,1914.33,147807.55,,2022-08-15
16498,603.0,2681.71,160756.37,,2022-09-03
16499,554.0,2495.08,136786.33,,2022-09-03
16500,214.0,601.34,29442.82,,2022-08-30
16501,499.0,1944.03,176751.22,,2022-08-22
16502,433.0,2376.72,179816.85,,2022-08-14
16503,278.0,1110.57,89337.06,,2022-08-24
16512,514.5,1296.81,59136.49,98962774.6,2022-09-18
16513,111.0,814.85,90448.35,44653780.0,2022-08-28
16525,98.0,583.0,57134.0,30900000.0,2022-08-11
16563,98.0,811.23,38060.43,59521180.5,2022-09-19
16573,81.0,300.0,24300.0,17940000.0,2022-08-10
16575,297.63,2060.0,104474.3,153934000.0,2022-09-17
16588,305.0,750.0,113250.0,36000000.0,2022-08-07
16624,244.0,951.68,41685.12,,2022-09-03
16625,489.0,1306.47,72763.16,,2022-08-30
16636,160.0,666.8,106688.0,30006000.0,2022-08-28
16637,473.3,615.47,67830.48,34853693.0,2022-09-12
16655,596.0,305.0,90776.0,14640000.0,2022-08-05
16661,99.0,10900.0,507650.0,269000.0,2022-09-06
16666,123.0,2000.0,131700.0,214400000.0,2022-09-06
16675,51.0,3600.0,183600.0,424800000.0,2022-08-01
16708,469.14,3399.61,193778.29,217297715.14,2022-10-12
16709,310.8,3550.66,197019.14,226454372.8,2022-10-12
16709,310.8,3550.66,197019.14,226454372.8,2022-10-16
16711,311.08,3379.88,192030.7,218605690.43,2022-10-11
16712,586.68,3705.21,197908.0,244508779.48,2022-10-11
16755,64.0,920.0,58880.0,65320000.0,2022-09-09
16776,340.0,405.0,69725.0,20390000.0,2022-09-09
16799,124.0,700.0,41000.0,50000000.0,2022-09-15
16800,124.0,500.0,28600.0,36040000.0,2022-09-15
16801,294.0,1433.32,98833.18,507.7,2022-10-03
16802,349.0,1444.7,100258.5,25.0,2022-10-03
16803,71.0,108.78,7723.38,,2022-08-27
16810,84.0,11.5,483.0,700000.0,2022-09-18
16811,129.0,583.75,75303.75,29771250.0,2022-08-24
16842,28.0,3980.0,111440.0,1440760.0,2022-10-22
16845,430.0,585.0,46590.0,26914000.0,2022-09-27
16880,200.0,225.0,45000.0,6750000.0,2022-08-29
16910,401.0,483.29,25500.37,,2022-08-22
16922,257.0,5056.0,267691.0,3782.0,2022-10-15
16938,228.0,5267.0,251177.0,3889.0,2022-10-16
16940,230.0,4952.0,233560.0,3728.0,2022-10-15
16941,248.0,4597.0,240924.0,3376.0,2022-10-15
16942,248.0,4640.0,236115.0,3388.0,2022-10-15
16952,30.0,5372.0,161160.0,1907060.0,2022-10-20
16958,339.0,1239.66,108527.42,73797380.0,2022-09-29
16961,466.0,2081.03,72706.68,57574716.0,2022-11-01
17031,60.0,13.5,405.0,880000.0,2022-10-16
17032,283.0,628.0,42296.0,39522420.0,2022-10-13
17033,263.0,1250.0,88535.0,77867040.0,2022-10-13
17034,357.0,1074.5,190930.5,49573000.0,2022-10-05
17042,237.0,616.0,47451.0,4746000.0,2022-06-24
17042,237.0,616.0,47451.0,4746000.0,2022-09-07
17043,41.0,581.0,23821.0,42703500.0,2022-09-09
17044,103.58,933.26,96667.07,,2022-06-27
17050,102.43,1249.68,128004.72,,2022-06-28
17063,237.71,643.39,52737.97,,2022-06-06
17065,606.63,2256.66,279348.49,,2022-06-06
17076,266.0,4022.0,234988.0,2937.0,2022-10-15
17112,140.0,70.0,9800.0,3430000.0,2022-09-13
17117,84.0,1100.0,92400.0,86.0,2022-10-13
17125,120.0,132.0,15840.0,7128000.0,2022-09-20
17126,213.0,450.0,48600.0,25500000.0,2022-09-20
17162,244.0,248.55,26866.5,105200.0,2022-09-06
17186,144.0,242.85,17485.2,14564565.0,2022-10-03
17187,270.0,187.7,16893.0,10333590.0,2022-10-03
17188,736.0,655.4,47159.6,34577640.0,2022-10-15
17189,270.0,345.75,31117.5,19276485.0,2022-10-03
17191,305.0,2687.5,135156.0,36629000.0,2022-12-03
17192,403.0,1503.0,160954.0,25294300.0,2022-12-03
17193,284.0,1635.0,82689.0,36763200.0,2022-12-03
17194,317.0,2419.5,129705.5,37140900.0,2022-12-03
17201,96.5,105.5,10180.75,6076800.0,2022-09-09
17218,165.0,200.0,33000.0,9700000.0,2022-09-16
17225,706.0,2116.0,156950.0,,2022-10-16
17233,530.0,3470.58,212911.74,135680654.57,2022-10-14
17263,240.0,33.0,7920.0,1386000.0,2022-08-23
17266,237.0,1316.65,77673.87,96222142.0,2022-03-10
17269,62.0,1000.0,62000.0,105.0,2022-09-30
17277,155.0,159.0,11141.6,8729320.0,2022-10-28
17278,53.0,59.0,3127.0,3835000.0,2022-10-13
17306,530.0,91558.71,18232654.9,57150000.0,2022-06-21
17306,530.0,91558.71,18232654.9,57150000.0,2022-07-19
17306,530.0,91558.71,18232654.9,57150000.0,2022-09-29
17307,71.0,380.0,26980.0,380.0,2022-09-26
17325,139.0,152.74,21230.86,7026000.0,2022-09-07
17330,187.0,239.23,44736.01,1100500.0,2022-09-07
17339,386.0,482.9,95346.1,19388380.0,2022-10-06
17364,58.5,251.42,14708.07,13325260.0,2022-10-16
17375,100.0,150.0,15000.0,8400000.0,2022-10-12
17377,143.0,1515.3,108862.8,96442260.0,2022-08-23
17378,160.0,290.0,46400.0,12760000.0,2022-08-11
17384,597.0,2444.46,267206.15,,2022-10-07
17385,964.0,4532.95,381442.1,378.14,2022-10-06
17386,290.0,202.78,15630.6,,2022-10-06
17388,388.1,5438.55,469462.59,326799840.7,2022-08-30
17401,485.0,2090.6,191375.47,112197825.6,2022-10-01
17402,332.0,4297.32,356677.56,111231702.0,2022-10-14
17403,675.0,1384.78,95811.89,50138980.13,2022-10-15
17404,497.0,1916.78,167398.26,41546234.24,2022-10-15
17405,623.0,2442.46,166510.7,68827237.42,2022-10-15
17436,360.0,259.5,28162.0,12443600.0,2022-10-15
17437,516.0,236.0,28086.6,10432180.0,2022-10-15
17438,517.0,266.6,31072.3,11622820.0,2022-10-15
17439,478.0,284.95,30174.2,13502500.0,2022-10-15
17449,1139.0,5372.35,463341.14,322342540.4,2022-10-07
17450,1007.0,2732.32,270870.92,160038272.4,2022-10-03
17451,556.3,3443.74,369987.34,186085757.0,2022-10-07
17452,1531.8,4672.19,364783.97,290707348.6,2022-10-07
17453,1126.0,3113.74,267340.5,188234690.0,2022-10-07
17468,200.0,100.0,20000.0,3800000.0,2022-09-18
17475,130.0,430.0,55900.0,21930000.0,2022-09-30
17532,25.3,5383.0,136189.9,,2022-12-06
17537,103.0,170.0,17510.0,5871000.0,2022-10-13
17563,26.0,3475.0,90350.0,,2022-12-26
17574,371.99,6402.0,321244.84,442297160.0,2022-12-15
17575,521.5,2339.0,233459.5,1934.0,2022-10-23
17589,386.0,1146.5,86232.0,948.5,2022-10-23
17609,684.0,3327.54,372792.24,70055644.7,2022-10-22
17624,262.8,1330.5,81967.86,70884315.2,2022-10-26
17625,394.8,563.4,55572.3,28802569.2,2022-10-15
17626,185.2,427.45,39581.87,23167112.1,2022-10-09
17627,212.0,651.88,69099.28,33950822.4,2022-10-09
17628,17.06,855.5,14594.83,,2022-12-07
17631,21.2,3454.0,73224.8,,2022-12-10
17632,21.8,5573.0,121491.4,,2022-11-21
17633,20.4,4783.0,97573.2,,2022-11-23
17634,19.9,5639.0,112216.1,,2022-11-24
17636,23.5,6220.0,146170.0,,2022-12-02
17637,19.6,3030.0,59388.0,,2022-12-09
17638,17.5,3078.0,53865.0,,2022-12-08
17639,28.4,5709.0,162135.6,,2022-11-22
17640,22.8,1968.0,44870.4,,2022-12-27
17686,344.0,2277.64,133997.82,153805320.0,2022-11-28
17687,100.0,80.0,8000.0,3920000.0,2022-10-20
17693,30.1,5333.0,160523.3,,2022-12-21
17696,28.3,6225.0,176167.5,,2022-12-28
17704,563.0,520.5,39438.5,2160044.5,2022-11-12
17706,349.0,1379.5,96397.0,724.5,2022-11-12
17717,772.0,3785.52,267006.72,119158165.4,2022-10-21
17718,1112.0,3174.12,352663.2,73892010.56,2022-10-21
17719,392.0,1775.09,173958.82,38777187.55,2022-10-21
17720,666.0,3517.08,385052.94,89160031.19,2022-10-22
17721,530.0,3376.93,329384.5,99978540.27,2022-10-26
17726,582.82,4343.81,263542.84,,2022-10-19
17727,522.94,5982.33,417013.67,,2022-10-26
17728,604.38,6151.96,454766.21,,2022-10-25
17729,614.36,4636.35,290310.86,,2022-10-24
17730,507.84,5366.04,347510.07,,2022-10-26
17732,735.52,2756.74,188196.07,,2022-10-20
17733,634.46,4780.04,319811.61,,2022-10-20
17734,584.32,5003.8,310375.78,,2022-10-19
17735,465.92,2601.21,149231.81,,2022-10-22
17736,604.44,3819.26,228295.33,,2022-10-25
17738,626.9,5217.21,349258.15,,2022-10-20
17739,383.96,2698.83,167550.46,,2022-10-25
17740,633.6,4978.96,321343.6,,2022-10-23
17741,588.11,3926.52,238093.68,,2022-10-17
17742,629.6,3999.45,250549.31,,2022-10-21
17743,257.7,1496.54,117729.48,,2022-09-29
17744,664.1,3705.16,257170.62,,2022-10-23
17745,697.48,4489.57,331555.84,,2022-10-21
17746,575.56,3839.29,217560.61,,2022-10-23
17747,478.33,3668.95,215246.53,,2022-10-17
17749,608.66,4223.45,272513.29,,2022-10-18
17750,588.0,1817.0,185699.0,,2022-12-08
17751,498.88,4766.58,295452.63,,2022-10-25
17752,1071.58,5558.26,358783.94,,2022-10-18
17753,537.08,4369.58,279761.18,,2022-10-24
17814,64.0,324.26,20752.64,16602112.0,2022-10-28
17828,1020.0,22.0,3512.5,1320000.0,2022-10-19
17831,500.0,219.0,45700.0,9480000.0,2022-10-07
17832,285.0,220.0,34500.0,10560000.0,2022-10-21
17833,250.0,146.5,36625.0,6006500.0,2022-09-28
17834,200.0,60.0,12000.0,2760000.0,2022-10-06
17835,250.0,120.0,30000.0,4200000.0,2022-09-30
17841,270.0,111.6,30132.0,3571200.0,2022-07-25
17857,125.0,205.0,25625.0,7175000.0,2022-10-10
17860,102.0,937.0,95574.0,,2022-11-04
17874,900.0,208.0,62400.0,7980000.0,2022-10-12
17875,175.0,158.0,27650.0,6320000.0,2022-10-15
17879,290.0,1059.45,130952.6,45754800.0,2022-10-17
17880,285.0,1520.25,191819.35,65524030.0,2022-10-17
17881,527.0,3299.65,396371.95,146116140.0,2022-10-17
17881,527.0,3299.65,396371.95,146116140.0,2022-10-18
17882,709.0,2351.95,287853.9,96844425.0,2022-10-17
17883,866.0,3191.65,349499.0,147049699.0,2022-10-19
17883,866.0,3191.65,349499.0,147049699.0,2022-10-21
17883,866.0,3191.65,349499.0,147049699.0,2022-10-22
17884,500.0,3511.8,375179.4,162526873.2,2022-10-19
17885,504.0,1573.6,177329.6,71676384.9,2022-10-18
17945,352.0,6.0,2112.0,228000.0,2022-09-16
17946,212.0,450.0,95400.0,15750000.0,2022-10-06
18025,48.0,5741.0,275568.0,734848000.0,2022-08-03
18027,255.0,756.0,81430.0,37376000.0,2022-11-20
18028,385.7,1957.0,115526.9,46696291.0,2022-12-15
18029,233.0,2172.5,109636.0,61495830.0,2022-12-15
18036,314.0,1796.0,141754.0,96260000.0,2022-11-23
18055,969.0,2479.05,325851.5,101817375.0,2022-10-23
18055,969.0,2479.05,325851.5,101817375.0,2022-10-28
18056,496.0,2351.5,339472.0,92775699.0,2022-10-22
18057,1164.0,2049.05,306154.7,77882945.0,2022-10-28
18057,1164.0,2049.05,306154.7,77882945.0,2022-10-29
18057,1164.0,2049.05,306154.7,77882945.0,2022-10-23
18058,963.0,1437.35,164745.9,59989905.0,2022-10-28
18058,963.0,1437.35,164745.9,59989905.0,2022-10-29
18059,1352.0,2071.1,242360.2,88377182.0,2022-10-28
18059,1352.0,2071.1,242360.2,88377182.0,2022-10-23
18059,1352.0,2071.1,242360.2,88377182.0,2022-10-29
18103,250.0,150.0,37500.0,,2022-10-27
18108,200.0,30.0,6000.0,,2022-10-27
18127,204.4,256.6,26224.52,12479208.0,2022-11-12
18128,200.0,237.3,23730.0,11693000.0,2022-11-12
18129,209.8,259.1,27179.59,12563826.0,2022-11-12
18130,231.4,246.4,28508.48,11285762.4,2022-11-12
18132,228.2,22.6,2578.66,963237.6,2022-10-26
18133,240.8,289.5,34855.8,12954032.0,2022-11-12
18134,233.8,289.1,33795.79,13123530.0,2022-11-12
18140,283.0,516.05,50440.56,23629578.0,2022-11-08
18142,59.5,623.67,37108.36,36921264.0,2022-11-17
18148,50.0,4500.0,225000.0,540000000.0,2022-08-15
18149,40.0,10300.0,412000.0,1277200000.0,2022-08-25
18166,72.0,4800.0,345600.0,103.0,2022-11-14
18223,45.0,1700.0,76500.0,,2021-07-25
18224,220.0,450.0,99000.0,21150000.0,2022-09-25
18237,65.0,400.0,26000.0,23200000.0,2022-11-23
18238,140.0,184.0,25760.0,7912000.0,2022-11-10
18241,70.0,668.0,46760.0,34736000.0,2022-11-10
18253,79.0,600.0,47400.0,33600000.0,2022-11-28
18269,163.0,2100.0,342300.0,,2022-02-28
18277,483.24,2349.12,184870.44,121433744.22,2023-01-12
18324,226.0,110.0,24860.0,2761000.0,2022-11-05
18325,226.0,475.45,107451.7,11933795.0,2022-11-05
18326,138.0,262.85,36273.3,10881990.0,2022-11-05
18337,335.0,2.0,670.0,56000.0,2022-10-21
18359,287.5,1793.0,102747.0,106843773.0,2022-12-20
18360,250.0,39.0,9750.0,1365000.0,2022-10-30
18361,306.0,3233.15,191365.4,213846850.0,2022-12-23
18362,65.0,709.0,46085.0,61000.0,2022-12-11
18363,165.0,676.0,54465.0,10287000.0,2022-12-11
18367,54.0,2700.0,145800.0,324000000.0,2023-01-05
18370,185.0,1841.0,340585.0,108619.0,2022-11-20
18403,143.0,2444.0,166402.0,15408360.0,2022-12-16
18404,65.0,120.0,7800.0,6780000.0,2022-12-17
18405,74.0,400.0,29600.0,21600000.0,2022-11-22
18407,65.0,150.0,9750.0,9000000.0,2022-12-17
18424,207.0,1600.0,165600.0,82400000.0,2022-12-08
18427,175.0,310.0,54250.0,12245000.0,2022-11-26
18431,90.0,2500.0,225000.0,257500000.0,2022-09-10
18447,53.0,3000.0,159000.0,357000000.0,2022-09-10
18465,48.0,1200.0,57600.0,80400000.0,2022-12-17
18466,55.0,900.0,49500.0,55350000.0,2022-11-27
18467,69.0,300.0,20700.0,17400000.0,2022-12-02
18468,178.0,600.0,53400.0,25200000.0,2022-11-26
18473,90.0,1508.0,135720.0,,2022-03-02
18483,280.0,1843.97,155826.9,1843.97,2022-12-20
18484,215.0,2726.08,179806.5,2726.08,2022-12-26
18488,255.0,2042.16,166727.8,2042.16,2022-12-11
18492,300.0,5.0,1500.0,100000.0,2022-11-06
18513,476.0,225.0,107100.0,5625000.0,2022-11-01
18514,450.0,20.0,9000.0,500000.0,2022-11-02
18515,475.0,20.0,9500.0,500000.0,2022-11-02
18516,165.0,119.58,7106.1,119.58,2022-12-09
18518,345.0,2464.86,265137.9,2464.86,2022-12-18
18521,220.0,1973.51,206621.35,1335.58,2022-12-13
18523,245.0,676.21,84353.6,277.39,2022-12-03
18535,23.5,4827.0,113434.5,,2023-01-19
18536,20.8,5499.0,114379.2,,2023-01-16
18537,20.4,3759.0,76683.6,,2023-01-18
18538,20.7,3526.0,72988.2,,2023-01-17
18545,250.0,52.0,13000.0,1536000.0,2022-11-07
18590,220.0,795.0,174900.0,,2022-11-25
18591,28.2,4866.0,137221.2,,2023-01-15
18603,310.0,2150.27,209052.15,2150.27,2022-12-26
18604,287.0,2511.78,220954.28,2511.78,2022-12-26
18606,640.12,3036.38,304439.21,149337552.82,2023-01-11
18607,552.68,1987.12,181976.38,99097868.45,2023-01-11
18608,799.02,810.2,215788.67,11634320.0,2022-12-06
18609,468.28,2143.5,164830.52,108847230.5,2023-01-12
18610,824.32,2322.62,236979.47,111530206.05,2023-01-09
18611,729.56,2513.22,254817.61,121283389.36,2023-01-11
18613,826.8,868.37,239322.77,14676010.0,2022-12-01
18614,572.6,2394.65,172205.79,125888969.92,2023-01-09
18615,115.46,56.31,3250.78,3224166.9,2022-12-19
18616,415.1,2178.65,147663.14,121397788.32,2023-01-12
18620,252.5,3107.95,152722.63,122725549.8,2023-01-11
18621,143.0,1515.3,108862.8,96442260.0,2022-08-23
18626,777.25,24.5,3531.07,1335000.0,2022-12-01
18627,175.0,300.0,52500.0,11850000.0,2022-11-26
18631,110.0,52.0,5720.0,52.0,2022-12-11
18633,150.0,248.28,37242.0,248.28,2022-12-09
18635,187.0,1464.26,130118.23,1464.26,2022-12-09
18637,162.0,1414.94,109016.16,1414.94,2022-12-17
18669,500.23,5705.5,246345.88,400956698.0,2023-01-29
18670,537.0,4011.4,292650.0,225015051.8,2022-12-22
18671,476.2,7470.59,347854.48,520867257.6,2023-01-30
18672,423.5,5743.0,262648.09,400081409.9,2023-01-30
18673,531.0,4119.59,297041.02,231440343.0,2022-12-23
18674,864.0,5592.52,295252.99,379441189.6,2023-01-31
18675,553.0,3516.34,157738.68,251295424.2,2023-01-30
18676,389.4,4210.26,170761.86,304815736.0,2023-01-29
18677,294.6,4528.72,218756.07,312493135.0,2023-01-29
18678,570.3,6424.32,384591.53,394306582.7,2023-01-31
18679,250.0,90.0,22500.0,1890000.0,2022-12-09
18680,250.0,30.0,7500.0,630000.0,2022-11-11
18726,222.5,6735.62,418540.28,0.0,2022-11-13
18732,225.3,9377.52,421935.13,0.0,2022-12-03
18733,233.4,9063.03,413281.97,0.0,2022-12-03
18734,227.5,9175.09,424815.15,0.0,2022-11-30
18735,89.5,4999.0,447410.5,4999.0,2022-10-25
